Main;;;;;;;Main;;;;;AMD, Avvikande mjölk, Status;;Medelflöden (kg/min);;;;Blod (ppm);;;;Konduktivitet (mS/cm);;;;Diverse;;;Toppflöden (kg/min);;;;Mjölkmängder (kg);;;
Starttid;Djurnr;Grupp;MS/MP;Åtgärd;Mjölkningstid (mm:ss);Mjölkmängd (kg);Mjölkningsnummer;OCC(*1000 celler/ml);Avspark;Ofullständig;Spenar hittas ej;Juver;Spene;VF;HF;VB;HB;VF;HF;VB;HB;VF;HF;VB;HB;Användare;Mjölkdestination;Orsak till mjölkavskiljning;VF;HF;VB;HB;VF;HF;VB;HB
2020-11-06 00:01;80;VMS 1;VMS 1;Mjölkning;05:45;9,14;1;25;;;;0;;0,54;0,90;1,08;1,32;0;0;0;0;3,88;4,01;4,04;4,02;;Mjölktank;;0,78;1,32;1,50;1,98;1,62;1,81;2,71;3,00
2020-11-06 00:03;25;VMS 1;VMS2;Mjölkning;07:09;14,03;1;;;;;1;HB;1,14;;1,02;1,26;0;;0;0;4,53;;4,52;5,23;;Mjölktank;;1,62;;1,56;1,86;3,41;;5,19;5,43
2020-11-06 00:08;52;VMS 1;VMS 1;Mjölkning;04:04;8,67;1;91;;;;0;;1,20;1,56;1,62;1,26;323;0;0;0;4,35;4,34;4,31;4,49;;Mjölktank;;1,92;2,22;2,46;2,16;2,11;2,07;2,48;2,01
2020-11-06 00:16;1;VMS 1;VMS2;Mjölkning;06:20;13,98;1;;;;;0;;1,32;1,08;1,08;0,60;0;0;0;0;5,13;4,89;4,99;4,82;;Mjölktank;;1,92;1,62;1,62;1,02;4,50;4,04;3,65;1,79
2020-11-06 00:17;42;VMS 1;VMS 1;Mjölkning;04:52;7,55;1;228;;;;0;;1,02;0,60;0,66;0,72;515;0;367;355;4,28;4,34;4,37;4,22;;Mjölktank;;1,44;1,02;1,02;1,14;2,35;1,54;1,61;2,05
2020-11-06 00:24;20;VMS 1;VMS 1;Mjölkning;05:18;7,48;1;165;;;;0;;;0,72;0,72;0,84;;0;0;0;;4,61;4,91;4,56;;Mjölktank;;;1,14;1,20;1,44;;2,24;2,35;2,89
2020-11-06 00:26;41;VMS 1;VMS2;Mjölkning;05:17;9,11;1;;;;;0;;0,66;0,72;0,96;0,72;0;0;0;0;5,80;5,02;5,59;5,09;;Mjölktank;;1,02;1,02;1,44;1,02;1,60;1,96;3,11;2,44
2020-11-06 00:30;44;VMS 1;VMS 1;Mjölkning;05:24;9,50;1;134;;;;0;;1,08;0,96;1,26;1,20;0;0;0;0;3,75;4,01;4,03;4,16;;Mjölktank;;1,38;1,26;1,56;1,68;2,37;2,30;2,31;2,52
2020-11-06 00:32;60;VMS 1;VMS2;Mjölkning;06:28;10,07;1;;;;;0;;0,78;0,78;0,60;0,60;0;0;0;0;5,12;5,03;4,92;4,76;;Mjölktank;;1,08;1,14;0,96;0,90;2,50;2,59;2,47;2,51
2020-11-06 00:37;16;VMS 1;VMS 1;Mjölkning;05:45;11,82;1;145;;;;0;;1,32;0,60;1,74;1,08;312;0;362;0;4,96;4,88;4,64;4,56;;Mjölktank;;1,74;1,08;2,28;1,68;3,20;0,58;4,37;3,67
2020-11-06 00:40;43;VMS 1;VMS2;Mjölkning;06:49;12,08;1;;;;;0;;0,84;0,96;0,90;0,90;0;0;0;0;4,25;4,49;4,52;4,49;;Mjölktank;;1,20;1,38;1,26;1,32;2,10;2,38;3,97;3,63
2020-11-06 00:43;87;VMS 1;VMS 1;Mjölkning;03:30;5,89;1;140;;;;0;;1,74;1,50;1,38;0,96;405;0;0;0;4,42;4,47;4,30;4,36;;Mjölktank;;2,34;2,16;1,86;1,62;1,54;1,80;1,51;1,04
2020-11-06 00:55;24;VMS 1;VMS2;Mjölkning;06:36;11,23;1;;;;;0;;0,60;0,96;0,78;0,90;0;0;0;0;4,45;4,56;4,52;4,36;;Mjölktank;;0,90;1,44;1,14;1,38;2,39;2,83;3,04;2,97
