Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
15,4,110,7/20/2020,98,15.88,2.63,7.0,0.33,6.29,,,,,135.0,93,,87,0,0,0,0
20,4,111,7/19/2020,96,16.47,2.89,7.0,0.0,6.61,,,,,120.0,87,0.0,94,0,0,0,0
41,3,112,7/18/2020,85,8.24,1.5,2.53,2.71,4.47,,,,,85.0,68,,90,0,0,0,0
2,6,114,7/16/2020,87,15.92,2.72,7.0,0.0,6.04,,,,,119.0,70,0.0,96,0,0,0,0
5,4,114,7/16/2020,103,15.81,2.25,8.0,0.4,5.89,,,,,105.0,106,,92,0,0,0,0
65,2,116,7/14/2020,88,16.1,2.63,7.0,0.0,6.38,,,,,114.0,78,0.0,88,0,0,0,0
40,3,118,7/12/2020,73,14.7,2.63,7.0,0.0,4.91,,,,,116.0,52,0.0,84,0,0,0,0
58,2,118,7/12/2020,90,16.96,2.74,6.44,0.44,8.36,,,,,130.0,65,,90,0,0,0,0
19,4,121,7/9/2020,97,16.26,2.98,7.0,0.0,6.25,,,,,103.0,107,0.0,84,0,0,0,0
14,4,122,7/8/2020,95,16.25,2.83,7.0,0.0,6.45,,,,,110.0,94,0.0,88,0,0,0,0
70,2,123,7/7/2020,94,11.73,2.25,4.75,1.24,4.87,,,,,109.0,83,,95,0,0,0,0
34,3,124,7/6/2020,96,16.25,2.63,7.0,0.0,6.56,,,,,121.0,89,0.0,96,0,0,0,0
35,3,131,6/29/2020,51,12.22,1.01,5.04,0.0,6.5,,,,,56.0,41,0.0,54,0,0,0,0
3,6,132,6/28/2020,94,11.2,2.25,3.98,2.0,4.53,,,,,115.0,99,,90,0,0,0,0
21,3,134,6/26/2020,88,14.27,1.63,7.0,0.0,5.77,,,,,125.0,75,0.0,92,0,0,0,0
7,5,136,6/24/2020,97,9.22,2.63,2.03,0.91,4.66,,,,,116.0,78,,92,0,0,0,0
123,4,146,6/14/2020,77,16.38,2.25,7.0,0.0,7.38,,,,,111.0,66,0.0,75,0,0,0,0
118,4,153,6/7/2020,105,14.85,1.71,7.0,0.0,6.32,,,,,131.0,107,0.0,93,0,0,0,0
62,2,166,5/25/2020,111,4.27,0.0,4.0,1.72,0.0,,,,,0.0,118,,0,0,0,0,0
178,6,171,5/20/2020,94,13.97,1.69,6.0,0.0,6.5,,,,,123.0,86,0.0,91,0,0,0,0
26,3,171,5/20/2020,85,9.92,1.88,3.23,2.57,4.75,,,,,113.0,67,,88,0,0,0,0
54,2,188,5/3/2020,105,14.41,1.88,7.0,0.0,5.59,,,,,97.0,118,0.0,92,0,0,0,0
61,2,188,5/3/2020,94,15.49,2.03,7.0,0.0,6.65,,,,,127.0,84,0.0,93,0,0,0,0
86,1,191,4/30/2020,82,9.18,1.03,3.54,1.65,5.19,,,,,105.0,53,,88,0,0,0,0
38,3,197,4/24/2020,106,12.33,1.5,5.75,0.42,5.51,,,,,138.0,93,,102,0,0,0,0
59,2,202,4/19/2020,89,14.11,1.17,7.0,0.0,6.21,,,,,132.0,66,0.0,101,0,0,0,0
88,1,202,4/19/2020,74,5.3,0.69,2.54,3.0,2.18,,,,,117.0,46,,90,0,0,0,0
37,3,213,4/8/2020,83,11.65,1.13,5.21,1.15,5.82,,,,,112.0,68,,84,0,0,0,0
11,4,215,4/6/2020,116,4.91,0.5,1.93,4.88,2.68,,,,,113.0,100,,120,0,0,0,0
68,1,222,3/30/2020,93,10.53,1.71,3.24,2.2,6.0,,,,,87.0,91,,90,0,0,0,0
89,1,222,3/30/2020,91,13.17,1.37,6.0,0.0,6.0,,,,,108.0,88,0.0,87,0,0,0,0
55,2,236,3/16/2020,93,13.05,1.15,7.0,0.0,5.33,,,,,114.0,89,0.0,86,0,0,0,0
30,3,242,3/10/2020,87,11.0,1.5,5.0,1.35,4.79,,,,,107.0,66,,98,0,0,0,0
84,1,243,3/9/2020,90,1.41,0.0,1.41,2.34,0.0,,,,,0.0,90,,0,0,0,0,0
56,2,248,3/4/2020,94,9.06,1.03,2.87,2.77,5.64,,,,,94.0,91,,88,0,0,0,0
179,5,255,2/26/2020,99,6.5,1.03,2.3,3.49,3.0,,,,,128.0,79,,109,0,0,0,0
82,1,262,2/19/2020,110,6.89,0.79,2.83,2.9,3.47,,,,,105.0,111,,103,0,0,0,0
83,1,266,2/15/2020,35,4.9,0.82,1.7,3.3,2.83,,,,,,38,,38,0,0,0,0
29,3,269,2/12/2020,109,8.05,2.0,2.32,3.5,3.78,,,,,122.0,102,,104,0,0,0,0
4,4,273,2/8/2020,99,7.92,1.26,2.04,1.39,4.98,,,,,123.0,83,,93,0,0,0,0
85,1,281,1/31/2020,104,2.94,0.69,0.0,2.21,2.0,,,,,117.0,0,,113,0,0,0,0
52,2,283,1/29/2020,102,8.51,1.03,2.1,2.57,5.93,,,,,125.0,82,,96,0,0,0,0
10,4,284,1/28/2020,104,9.83,0.59,4.0,1.21,6.0,,,,,129.0,94,,95,0,0,0,0
78,1,284,1/28/2020,84,13.73,1.13,7.0,0.0,5.68,,,,,134.0,61,0.0,101,0,0,0,0
87,1,284,1/28/2020,83,0.92,0.0,0.56,0.0,0.29,,,,,0.0,100,0.0,71,0,0,0,0
31,3,294,1/18/2020,89,7.85,1.2,2.34,3.3,4.66,,,,,96.0,75,,87,0,0,0,0
71,1,302,1/10/2020,77,11.41,1.5,5.1,0.8,5.17,,,,,124.0,63,,73,0,0,0,0
80,1,302,1/10/2020,77,10.49,1.03,4.0,2.41,6.0,,,,,111.0,32,,93,0,0,0,0
12,4,306,1/6/2020,93,2.45,0.22,1.0,0.0,1.13,,,,,,112,0.0,104,0,0,0,0
57,2,306,1/6/2020,84,10.46,0.69,4.71,0.0,5.78,,,,,94.0,61,0.0,91,0,0,0,0
46,2,315,12/28/2019,100,0.5,0.0,0.37,3.41,0.0,,,,,0.0,133,,0,0,0,0,0
22,3,330,12/13/2019,92,4.42,0.0,1.92,4.0,3.0,,,,,0.0,78,,85,0,0,0,0
16,3,332,12/11/2019,121,1.8,0.38,0.0,2.04,1.6,,,,,,0,,136,0,0,0,0
79,1,335,12/8/2019,88,10.25,0.82,4.0,2.5,6.0,,,,,121.0,71,,86,0,0,0,0
8,4,339,12/4/2019,116,1.0,0.0,1.0,5.3,0.0,,,,,0.0,116,,0,0,0,0,0
18,3,343,11/30/2019,84,0.57,0.0,0.48,0.88,0.0,,,,,0.0,101,,0,0,0,0,0
23,3,351,11/22/2019,75,9.75,1.88,2.39,0.56,5.87,,,,,93.0,66,,68,0,0,0,0
39,2,359,11/14/2019,92,6.93,0.69,2.1,3.0,4.55,,,,,99.0,67,,94,0,0,0,0
