Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
21,3,138,6/26/2020,77,14.52,1.36,7.0,0.0,6.16,,,,,84.0,67.0,0.0,88,0,0,0,0
7,5,140,6/24/2020,89,9.98,2.19,3.18,1.0,4.9,,,,,66.0,94.0,,90,0,0,0,0
123,4,150,6/14/2020,90,16.88,1.88,7.0,0.0,8.0,,,,,115.0,53.0,0.0,117,0,0,0,0
118,4,157,6/7/2020,98,14.75,1.43,7.0,0.0,6.32,,,,,102.0,94.0,0.0,102,0,0,0,0
62,2,170,5/25/2020,108,4.0,0.0,4.0,1.72,0.0,,,,,0.0,108.0,,0,0,0,0,0
177,6,175,5/20/2020,102,14.41,1.41,6.0,0.0,7.0,,,,,100.0,97.0,0.0,106,0,0,0,0
26,3,175,5/20/2020,91,9.79,1.56,3.23,2.61,5.0,,,,,68.0,106.0,,89,0,0,0,0
54,2,192,5/3/2020,103,14.52,1.56,7.0,0.0,5.96,,,,,100.0,106.0,0.0,100,0,0,0,0
61,2,192,5/3/2020,108,15.86,1.69,7.0,0.0,7.17,,,,,103.0,107.0,0.0,111,0,0,0,0
86,1,195,4/30/2020,58,10.46,0.86,4.71,0.33,5.19,,,,,94.0,24.0,,80,0,0,0,0
38,3,201,4/24/2020,98,15.31,3.5,7.0,0.0,5.87,,,,,83.0,86.0,0.0,103,0,0,0,0
59,2,206,4/19/2020,85,14.18,0.97,7.0,0.0,6.21,,,,,107.0,64.0,0.0,106,0,0,0,0
88,1,206,4/19/2020,71,5.29,0.57,2.54,3.0,2.18,,,,,98.0,50.0,,89,0,0,0,0
37,3,217,4/8/2020,101,14.49,3.38,6.4,0.38,5.82,,,,,73.0,95.0,,104,0,0,0,0
11,4,219,4/6/2020,104,5.85,0.41,3.03,5.0,2.68,,,,,87.0,95.0,,107,0,0,0,0
68,1,226,3/30/2020,88,11.49,1.43,4.34,1.32,6.0,,,,,89.0,81.0,,89,0,0,0,0
89,1,226,3/30/2020,75,13.14,1.14,6.0,0.0,6.0,,,,,88.0,59.0,0.0,89,0,0,0,0
55,2,240,3/16/2020,104,13.28,0.95,7.0,0.0,5.33,,,,,118.0,97.0,0.0,111,0,0,0,0
30,3,246,3/10/2020,102,12.16,1.25,6.14,0.58,5.05,,,,,123.0,75.0,,123,0,0,0,0
84,1,247,3/9/2020,87,1.41,0.0,1.41,2.34,0.0,,,,,0.0,87.0,,0,0,0,0,0
56,2,252,3/4/2020,95,10.16,0.86,3.93,1.89,5.64,,,,,113.0,63.0,,109,0,0,0,0
178,5,259,2/26/2020,94,6.16,0.86,2.3,3.49,3.0,,,,,80.0,107.0,,88,0,0,0,0
82,1,266,2/19/2020,103,7.74,0.66,3.61,2.0,3.47,,,,,80.0,113.0,,96,0,0,0,0
83,1,270,2/15/2020,121,3.38,0.41,1.0,3.3,2.0,,,,,,143.0,,134,0,0,0,0
29,3,273,2/12/2020,96,8.53,1.67,2.86,3.32,4.0,,,,,85.0,98.0,,100,0,0,0,0
4,4,277,2/8/2020,79,9.8,1.05,3.21,0.0,5.83,,,,,81.0,52.0,0.0,90,0,0,0,0
85,1,285,1/31/2020,50,1.57,0.57,0.0,1.72,1.43,,,,,,0.0,,55,0,0,0,0
52,2,287,1/29/2020,80,11.44,3.34,3.3,1.78,5.93,,,,,71.0,49.0,,87,0,0,0,0
10,4,288,1/28/2020,94,10.49,0.49,4.0,1.21,6.0,,,,,77.0,107.0,,86,0,0,0,0
78,1,288,1/28/2020,83,13.88,0.94,7.0,0.0,5.94,,,,,93.0,72.0,0.0,95,0,0,0,0
87,1,288,1/28/2020,49,0.64,0.0,0.11,0.0,0.46,,,,,0.0,100.0,0.0,44,0,0,0,0
31,3,298,1/18/2020,89,10.54,3.4,3.28,3.0,4.66,,,,,72.0,67.0,,102,0,0,0,0
71,1,306,1/10/2020,76,12.73,1.25,6.0,0.0,5.48,,,,,102.0,47.0,0.0,103,0,0,0,0
80,1,306,1/10/2020,36,11.71,0.86,5.14,1.03,6.0,,,,,17.0,28.0,,44,0,0,0,0
12,4,310,1/6/2020,97,1.15,0.18,0.2,0.0,0.63,,,,,,196.0,0.0,116,0,0,0,0
57,2,310,1/6/2020,69,11.35,0.57,5.0,0.0,5.78,,,,,108.0,40.0,0.0,91,0,0,0,0
46,2,319,12/28/2019,0,,0.0,0.0,4.87,0.0,,,,,0.0,0.0,,0,0,0,0,0
22,3,334,12/13/2019,84,5.47,0.0,2.47,4.0,3.0,,,,,0.0,84.0,,84,0,0,0,0
16,3,336,12/11/2019,91,1.0,0.31,0.0,1.27,0.8,,,,,,0.0,,114,0,0,0,0
79,1,339,12/8/2019,117,11.54,0.69,5.14,1.07,6.0,,,,,109.0,112.0,,116,0,0,0,0
8,4,343,12/4/2019,97,1.0,0.0,1.0,5.3,0.0,,,,,0.0,97.0,,0,0,0,0,0
18,3,347,11/30/2019,0,,0.0,0.1,0.58,0.0,,,,,0.0,,,0,0,0,0,0
23,3,355,11/22/2019,103,11.1,1.56,3.54,0.0,6.28,,,,,110.0,93.0,0.0,103,0,0,0,0
39,2,363,11/14/2019,100,9.89,3.23,3.0,3.0,4.55,,,,,74.0,90.0,,105,0,0,0,0
