7_day_avg_nr_of_kickOffs,7_day_avg_time_in_robot,Milk_to_tank_yesterday,cows_lactation_day_0-100,cows_lactation_day_101-200,cows_lactation_day_201-,avg_milking_volume_lact_0-100,avg_milking_volume_lact_101-200,avg_milking_volume_lact_201-
16.333333333333332,6.905326257861636,2962.6099999999997,31,30,46,35.69051724137931,40.23316666666666,23.716126126126124
