7_day_avg_nr_of_kickOffs,7_day_avg_time_in_robot,Milk_to_tank_yesterday,cows_lactation_day_0-100,cows_lactation_day_101-200,cows_lactation_day_201-,avg_milking_volume_lact_0-100,avg_milking_volume_lact_101-200,avg_milking_volume_lact_201-
16.4,6.949267399267399,5948.0599999999995,31,30,46,43.800933333333326,47.59726666666666,31.20141176470588
