7_day_avg_nr_of_kickOffs,7_day_avg_time_in_robot,Milk_to_tank_yesterday,cows_lactation_day_0-100,cows_lactation_day_101-200,cows_lactation_day_201-,avg_milking_volume_lact_0-100,avg_milking_volume_lact_101-200,avg_milking_volume_lact_201-
22.67,6.92,2923.61,31,30,46,34.22,40.44,23.85
