7_day_avg_nr_of_kickOffs,7_day_avg_time_in_robot,Milk_to_tank_yesterday,cows_lactation_day_0-100,cows_lactation_day_101-200,cows_lactation_day_201-,avg_milking_volume_lact_0-100,avg_milking_volume_lact_101-200,avg_milking_volume_lact_201-
14.17,6.91,2974.03,31,30,46,36.12,40.29,26.18
