7_day_avg_nr_of_kickOffs,7_day_avg_time_in_robot,Milk_to_tank_yesterday,cows_lactation_day_0-100,cows_lactation_day_101-200,cows_lactation_day_201-,avg_milking_volume_lact_0-100,avg_milking_volume_lact_101-200,avg_milking_volume_lact_201-
16.833333333333332,6.889775171065494,3002.12,31,30,46,35.56551724137931,40.34977777777778,23.826126126126123
