Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
90,0.0,,,0,,0.5,,,,,,,,,0,0.0,0.0,0,0,0,0
101,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
104,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
105,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
106,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
107,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
108,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
109,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
110,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
111,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
112,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
113,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
114,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
115,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
116,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
117,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
119,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
120,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
121,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
122,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
124,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
125,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
126,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
127,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
129,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
130,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
131,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
132,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
133,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
134,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
135,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
136,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
137,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
138,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
139,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
140,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
141,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
142,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
143,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
144,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
145,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
146,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
147,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
148,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
149,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
150,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
151,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
152,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
153,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
154,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
155,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
157,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
158,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
156,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
159,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
160,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
161,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
162,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
163,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
164,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
165,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
166,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
167,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
168,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
169,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
170,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
171,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
172,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
173,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
174,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
176,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
175,0.0,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
179,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
180,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
181,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
182,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
183,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
184,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
187,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
188,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
189,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
190,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
191,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
192,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
185,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
186,,,,0,,,,,,,,,,0.0,0,0.0,0.0,0,0,0,0
102,1.0,2.0,11/13/2020,12,3.94,0.0,1.71,1.64,2.71,,,,,0.0,11,,11.0,0,0,0,0
17,4.0,4.0,11/11/2020,79,3.94,0.0,1.71,1.65,2.71,,,,,0.0,68,,72.0,0,0,0,0
48,3.0,11.0,11/4/2020,98,7.76,0.0,3.94,0.82,4.35,,,,,0.0,90,,93.0,0,0,0,0
128,4.0,16.0,10/30/2020,102,9.79,0.21,5.2,0.6,4.8,,,,,136.0,96,,98.0,0,0,0,0
24,4.0,18.0,10/28/2020,85,14.55,0.38,5.5,0.0,8.85,,,,,139.0,69,0.0,91.0,0,0,0,0
28,4.0,18.0,10/28/2020,107,13.46,0.38,6.41,0.24,6.84,,,,,150.0,100,,108.0,0,0,0,0
100,1.0,24.0,10/22/2020,81,10.42,0.53,6.0,0.0,3.71,,,,,140.0,63,0.0,106.0,0,0,0,0
103,1.0,26.0,10/20/2020,104,10.75,0.78,6.0,0.0,3.71,,,,,135.0,103,0.0,108.0,0,0,0,0
42,3.0,27.0,10/19/2020,88,11.25,0.79,6.85,0.0,3.35,,,,,170.0,67,0.0,117.0,0,0,0,0
9,4.0,28.0,10/18/2020,93,14.75,0.72,7.0,0.0,6.79,,,,,115.0,96,0.0,90.0,0,0,0,0
27,4.0,28.0,10/18/2020,101,15.04,0.9,7.0,0.0,6.84,,,,,142.0,99,0.0,103.0,0,0,0,0
98,1.0,36.0,10/10/2020,62,10.45,0.34,5.8,0.0,4.19,,,,,96.0,53,0.0,72.0,0,0,0,0
25,4.0,37.0,10/9/2020,104,16.97,0.84,7.0,2.0,8.85,,,,,158.0,104,,103.0,0,0,0,0
99,1.0,38.0,10/8/2020,100,7.54,0.34,0.0,0.0,7.08,,,,,128.0,0,0.0,100.0,0,0,0,0
77,2.0,53.0,9/23/2020,99,14.2,0.0,7.0,0.0,7.2,,,,,0.0,99,0.0,99.0,0,0,0,0
97,1.0,53.0,9/23/2020,82,10.28,0.0,5.17,1.0,5.11,,,,,0.0,62,,103.0,0,0,0,0
0,7.0,54.0,9/22/2020,90,13.79,0.43,7.0,3.0,6.22,,,,,99.0,91,,90.0,0,0,0,0
75,2.0,55.0,9/21/2020,94,12.27,0.0,5.51,0.0,6.76,,,,,0.0,90,0.0,97.0,0,0,0,0
63,2.0,58.0,9/18/2020,63,8.3,0.0,4.3,1.84,4.0,,,,,0.0,60,,66.0,0,0,0,0
92,1.0,62.0,9/14/2020,100,15.0,0.43,7.0,0.0,7.43,,,,,128.0,91,0.0,109.0,0,0,0,0
96,1.0,62.0,9/14/2020,101,11.24,0.17,5.32,0.0,5.69,,,,,170.0,88,0.0,111.0,0,0,0,0
95,1.0,66.0,9/10/2020,82,17.34,1.13,7.0,0.0,8.84,,,,,114.0,76,0.0,86.0,0,0,0,0
43,3.0,71.0,9/5/2020,80,17.79,1.13,7.0,0.0,9.29,,,,,119.0,55,0.0,97.0,0,0,0,0
6,5.0,72.0,9/4/2020,87,16.79,0.81,7.0,0.0,8.71,,,,,154.0,57,0.0,108.0,0,0,0,0
44,3.0,72.0,9/4/2020,72,16.48,0.94,7.0,0.0,8.23,,,,,107.0,52,0.0,87.0,0,0,0,0
47,3.0,75.0,9/1/2020,94,18.78,1.34,7.0,0.0,10.0,,,,,112.0,103,0.0,90.0,0,0,0,0
74,2.0,75.0,9/1/2020,83,18.43,1.31,7.0,0.0,9.68,,,,,125.0,66,0.0,94.0,0,0,0,0
60,2.0,79.0,8/28/2020,93,18.04,1.31,7.0,0.0,9.29,,,,,130.0,86,0.0,98.0,0,0,0,0
93,1.0,84.0,8/23/2020,89,16.83,0.86,7.0,0.0,8.69,,,,,137.0,72,0.0,101.0,0,0,0,0
64,2.0,90.0,8/17/2020,85,13.12,0.69,5.63,0.0,6.58,,,,,119.0,79,0.0,89.0,0,0,0,0
36,3.0,91.0,8/16/2020,113,19.31,4.31,7.0,0.0,8.23,,,,,110.0,101,0.0,121.0,0,0,0,0
69,2.0,100.0,8/7/2020,69,17.95,1.17,7.0,0.0,9.4,,,,,110.0,50,0.0,81.0,0,0,0,0
91,1.0,100.0,8/7/2020,85,15.34,1.03,6.19,0.0,7.78,,,,,145.0,56,0.0,104.0,0,0,0,0
94,1.0,101.0,8/6/2020,91,16.25,0.86,7.0,0.0,8.11,,,,,144.0,73,0.0,104.0,0,0,0,0
66,2.0,111.0,7/27/2020,95,17.3,1.13,7.0,0.0,8.8,,,,,146.0,88,0.0,98.0,0,0,0,0
1,8.0,114.0,7/24/2020,98,17.23,1.1,6.7,0.0,9.36,,,,,139.0,80,0.0,106.0,0,0,0,0
13,4.0,114.0,7/24/2020,34,15.0,0.94,7.0,0.0,6.75,,,,,20.0,29,0.0,42.0,0,0,0,0
