Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
92,1,51,9/14/2020,95,11.57,1.29,5.53,0.0,5.53,,,,,98.0,95,0.0,81,0,0,0,0
96,1,51,9/14/2020,96,9.46,0.51,5.03,0.0,4.54,,,,,90.0,91,0.0,88,0,0,0,0
95,1,55,9/10/2020,102,16.0,3.38,7.0,0.0,6.17,,,,,120.0,94,0.0,92,0,0,0,0
43,3,60,9/5/2020,85,15.86,3.38,7.0,0.0,6.15,,,,,114.0,60,0.0,87,0,0,0,0
6,5,61,9/4/2020,74,14.55,2.43,7.0,0.0,5.86,,,,,89.0,61,0.0,74,0,0,0,0
44,3,61,9/4/2020,103,13.17,2.81,5.36,1.56,5.62,,,,,112.0,97,,94,0,0,0,0
47,3,64,9/1/2020,105,16.83,4.01,7.0,0.0,6.5,,,,,123.0,99,0.0,90,0,0,0,0
74,2,64,9/1/2020,86,17.25,3.94,7.0,0.0,6.64,,,,,119.0,63,0.0,88,0,0,0,0
60,2,68,8/28/2020,98,16.85,3.94,7.0,0.0,6.44,,,,,124.0,84,0.0,89,0,0,0,0
93,1,73,8/23/2020,88,12.3,2.57,4.33,1.72,6.25,,,,,94.0,90,,72,0,0,0,0
64,2,79,8/17/2020,97,9.16,2.06,2.64,2.66,5.05,,,,,110.0,84,,88,0,0,0,0
36,3,80,8/16/2020,106,14.96,3.84,6.43,0.33,5.62,,,,,93.0,109,,93,0,0,0,0
69,2,89,8/7/2020,85,16.14,3.5,6.76,0.2,6.66,,,,,113.0,63,,82,0,0,0,0
91,1,89,8/7/2020,99,14.9,3.09,6.19,0.0,5.9,,,,,123.0,87,0.0,95,0,0,0,0
94,1,90,8/6/2020,105,12.8,2.57,5.0,1.71,5.92,,,,,103.0,114,,86,0,0,0,0
66,2,100,7/27/2020,102,13.68,3.38,5.0,1.89,5.9,,,,,119.0,96,,87,0,0,0,0
1,8,103,7/24/2020,81,11.89,3.3,3.4,1.89,5.83,,,,,98.0,68,,70,0,0,0,0
13,4,103,7/24/2020,100,12.03,2.81,4.77,2.09,4.88,,,,,102.0,106,,84,0,0,0,0
15,4,107,7/20/2020,105,15.54,3.94,7.0,1.31,4.88,,,,,119.0,101,,94,0,0,0,0
20,4,108,7/19/2020,102,16.11,4.33,7.0,0.0,5.07,,,,,115.0,98,0.0,91,0,0,0,0
41,3,109,7/18/2020,88,7.46,2.25,1.63,3.26,3.84,,,,,86.0,73,,90,0,0,0,0
2,6,111,7/16/2020,69,16.15,4.07,7.0,0.0,5.17,,,,,92.0,48,0.0,78,0,0,0,0
5,4,111,7/16/2020,96,14.84,3.38,7.14,1.59,4.65,,,,,107.0,97,,80,0,0,0,0
65,2,113,7/14/2020,88,16.11,3.94,7.0,0.0,5.35,,,,,103.0,78,0.0,87,0,0,0,0
40,3,115,7/12/2020,99,14.94,3.94,7.0,0.0,4.09,,,,,122.0,83,0.0,104,0,0,0,0
58,2,115,7/12/2020,93,15.19,4.11,5.61,1.11,6.07,,,,,110.0,78,,87,0,0,0,0
19,4,118,7/9/2020,100,16.1,4.47,7.0,0.0,4.86,,,,,105.0,102,0.0,87,0,0,0,0
14,4,119,7/8/2020,94,15.94,4.24,7.0,0.0,4.97,,,,,103.0,92,0.0,83,0,0,0,0
70,2,120,7/7/2020,86,11.3,3.38,4.0,1.98,4.07,,,,,109.0,69,,81,0,0,0,0
34,3,121,7/6/2020,94,16.21,3.94,7.0,0.0,5.45,,,,,114.0,87,0.0,87,0,0,0,0
35,3,128,6/29/2020,96,11.47,1.52,5.04,0.0,5.0,,,,,134.0,76,0.0,103,0,0,0,0
3,6,129,6/28/2020,92,12.54,3.38,4.84,2.0,3.88,,,,,108.0,91,,91,0,0,0,0
21,3,131,6/26/2020,82,13.65,2.45,7.0,0.0,4.58,,,,,106.0,69,0.0,83,0,0,0,0
7,5,133,6/24/2020,105,8.96,3.94,1.16,0.65,3.95,,,,,121.0,73,,95,0,0,0,0
123,4,143,6/14/2020,81,15.63,3.38,7.0,0.0,5.5,,,,,83.0,85,0.0,69,0,0,0,0
118,4,150,6/7/2020,98,14.03,2.57,7.0,0.0,4.9,,,,,109.0,94,0.0,89,0,0,0,0
62,2,163,5/25/2020,75,5.1,0.0,4.82,0.98,0.0,,,,,0.0,79,,0,0,0,0,0
178,6,168,5/20/2020,95,13.31,2.53,6.0,0.0,5.0,,,,,114.0,89,0.0,90,0,0,0,0
26,3,168,5/20/2020,105,9.62,2.81,2.99,2.45,4.0,,,,,125.0,92,,95,0,0,0,0
54,2,185,5/3/2020,104,13.99,2.81,7.0,0.0,4.48,,,,,127.0,94,0.0,99,0,0,0,0
61,2,185,5/3/2020,84,14.69,3.04,7.0,0.0,5.09,,,,,92.0,81,0.0,77,0,0,0,0
86,1,188,4/30/2020,87,7.46,1.54,2.67,2.65,3.82,,,,,96.0,77,,78,0,0,0,0
38,3,194,4/24/2020,103,11.07,2.25,4.8,0.73,4.44,,,,,115.0,97,,95,0,0,0,0
59,2,199,4/19/2020,85,13.07,1.75,7.0,0.0,4.83,,,,,120.0,66,0.0,91,0,0,0,0
88,1,199,4/19/2020,96,4.98,1.03,1.88,2.67,2.18,,,,,56.0,108,,101,0,0,0,0
37,3,210,4/8/2020,91,10.12,1.7,4.32,1.73,4.61,,,,,128.0,75,,82,0,0,0,0
11,4,212,4/6/2020,108,4.33,0.74,1.1,4.5,2.68,,,,,139.0,59,,113,0,0,0,0
68,1,219,3/30/2020,95,9.27,2.57,2.41,2.86,4.71,,,,,107.0,85,,85,0,0,0,0
89,1,219,3/30/2020,92,12.57,2.06,6.0,0.0,4.71,,,,,100.0,92,0.0,84,0,0,0,0
55,2,233,3/16/2020,97,11.76,1.72,6.14,0.86,4.33,,,,,133.0,84,,92,0,0,0,0
30,3,239,3/10/2020,93,10.13,2.25,4.14,1.92,4.03,,,,,90.0,101,,80,0,0,0,0
84,1,240,3/9/2020,91,1.41,0.0,1.41,1.67,0.0,,,,,0.0,91,,0,0,0,0,0
56,2,245,3/4/2020,91,7.65,1.54,2.07,3.43,4.51,,,,,117.0,66,,84,0,0,0,0
179,5,252,2/26/2020,91,6.36,1.54,1.87,3.99,3.0,,,,,74.0,95,,97,0,0,0,0
82,1,259,2/19/2020,78,6.3,1.18,2.04,3.8,3.27,,,,,94.0,62,,77,0,0,0,0
83,1,263,2/15/2020,10,6.05,2.04,2.22,3.38,3.44,,,,,,8,,13,0,0,0,0
29,3,266,2/12/2020,85,7.9,3.0,1.5,3.76,3.44,,,,,102.0,41,,88,0,0,0,0
4,4,270,2/8/2020,98,6.82,1.89,1.17,2.77,4.13,,,,,118.0,59,,91,0,0,0,0
85,1,278,1/31/2020,97,3.71,1.03,0.0,2.57,2.43,,,,,111.0,0,,101,0,0,0,0
52,2,280,1/29/2020,111,6.87,1.54,1.2,3.16,4.67,,,,,114.0,91,,102,0,0,0,0
10,4,281,1/28/2020,105,7.55,0.88,2.71,1.98,4.71,,,,,104.0,95,,95,0,0,0,0
78,1,281,1/28/2020,95,13.25,1.69,7.0,0.0,4.89,,,,,118.0,86,0.0,94,0,0,0,0
87,1,281,1/28/2020,98,1.13,0.0,0.89,0.0,0.17,,,,,0.0,110,0.0,71,0,0,0,0
53,2,285,1/24/2020,0,0.0,0.0,0.0,0.5,0.0,,,,,0.0,0,,0,0,0,0,0
32,3,290,1/19/2020,0,,0.0,0.0,0.5,0.0,,,,,0.0,0,,0,0,0,0,0
31,3,291,1/18/2020,89,6.81,1.8,1.41,3.6,3.95,,,,,77.0,66,,94,0,0,0,0
71,1,299,1/10/2020,101,10.33,2.25,4.2,1.6,4.24,,,,,122.0,85,,98,0,0,0,0
80,1,299,1/10/2020,82,9.14,1.54,3.14,3.44,4.71,,,,,123.0,53,,84,0,0,0,0
12,4,303,1/6/2020,109,3.42,0.33,1.59,0.0,1.5,,,,,,122,0.0,118,0,0,0,0
57,2,303,1/6/2020,82,8.31,1.03,3.84,0.0,4.16,,,,,97.0,68,0.0,78,0,0,0,0
46,2,312,12/28/2019,94,0.87,0.0,0.74,1.95,0.0,,,,,0.0,109,,0,0,0,0,0
22,3,327,12/13/2019,115,2.93,0.0,1.1,4.0,2.33,,,,,0.0,83,,106,0,0,0,0
16,3,329,12/11/2019,89,3.03,0.56,0.0,2.61,2.2,,,,,54.0,0,,109,0,0,0,0
79,1,332,12/8/2019,94,8.51,1.23,3.14,3.57,4.71,,,,,107.0,85,,86,0,0,0,0
8,4,336,12/4/2019,50,0.75,0.0,1.0,5.3,0.0,,,,,0.0,38,,0,0,0,0,0
18,3,340,11/30/2019,97,0.86,0.0,0.76,1.11,0.0,,,,,0.0,109,,0,0,0,0,0
23,3,348,11/22/2019,90,8.59,2.81,1.52,2.24,4.64,,,,,114.0,59,,78,0,0,0,0
39,2,356,11/14/2019,90,5.71,1.03,1.2,3.0,3.89,,,,,104.0,61,,86,0,0,0,0
49,2,368,11/2/2019,50,0.53,0.0,0.11,0.0,0.4,,,,,0.0,101,0.0,38,0,0,0,0
