Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
87,1,280,1/28/2020,98,1.2,0.0,1.01,0.0,0.13,,,,,0.0,110.0,0.0,61.0,0,0,0,0
53,2,284,1/24/2020,0,,0.0,0.0,0.5,0.0,,,,,0.0,0.0,,0.0,0,0,0,0
32,3,289,1/19/2020,0,,0.0,0.0,0.5,0.0,,,,,0.0,0.0,,0.0,0,0,0,0
31,3,290,1/18/2020,110,6.76,2.0,1.1,3.7,3.71,,,,,142.0,71.0,,102.0,0,0,0,0
71,1,298,1/10/2020,103,10.22,2.5,3.9,1.86,3.93,,,,,119.0,103.0,,91.0,0,0,0,0
80,1,298,1/10/2020,99,8.57,1.71,2.86,3.79,4.29,,,,,105.0,91.0,,96.0,0,0,0,0
12,4,302,1/6/2020,84,4.18,0.37,1.79,0.0,1.63,,,,,60.0,95.0,0.0,97.0,0,0,0,0
57,2,302,1/6/2020,109,7.76,1.14,3.54,0.0,3.62,,,,,113.0,115.0,0.0,86.0,0,0,0,0
46,2,311,12/28/2019,89,0.99,0.0,0.87,1.46,0.0,,,,,0.0,101.0,,0.0,0,0,0,0
22,3,326,12/13/2019,84,2.43,0.0,0.82,4.0,2.1,,,,,0.0,53.0,,76.0,0,0,0,0
16,3,328,12/11/2019,114,3.35,0.63,0.0,2.8,2.4,,,,,149.0,0.0,,121.0,0,0,0,0
79,1,331,12/8/2019,100,8.14,1.37,2.86,3.93,4.29,,,,,99.0,95.0,,95.0,0,0,0,0
8,4,335,12/4/2019,100,0.5,0.0,0.75,5.53,0.0,,,,,0.0,67.0,,0.0,0,0,0,0
18,3,339,11/30/2019,100,0.95,0.0,0.86,1.18,0.0,,,,,0.0,111.0,,0.0,0,0,0,0
23,3,347,11/22/2019,93,8.52,3.13,1.23,2.8,4.23,,,,,102.0,84.0,,87.0,0,0,0,0
39,2,355,11/14/2019,95,5.47,1.14,0.9,3.39,3.66,,,,,131.0,46.0,,90.0,0,0,0,0
49,2,367,11/2/2019,0,,0.0,0.23,0.0,0.3,,,,,0.0,,0.0,,0,0,0,0
