Animal Number,Group Name,Date/Time,Previous Area,Time in Area (hh:mm),Device Name,Result,Gate Decision,Milking Interval,Incompletely Milked Teats
1302,VMS 1,11/1/2020 10:23:43 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1302,VMS 1,11/1/2020 10:23:25 PM,Grovfoder,01:35,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1215,VMS 1,11/1/2020 10:23:17 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
602,VMS 1,11/1/2020 10:23:05 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
1215,VMS 1,11/1/2020 10:23:01 PM,Grovfoder,01:19,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
602,VMS 1,11/1/2020 10:22:48 PM,Grovfoder,03:01,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1237,VMS 1,11/1/2020 10:22:42 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
1236,VMS 1,11/1/2020 10:22:28 PM,Grovfoder,00:28,Sorteringsgrind 1 Tvåvägsgrind,Separated Right to OBS Avdelning,OBS Avdelningen,,
1237,VMS 1,11/1/2020 10:22:18 PM,Grovfoder,03:29,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1198,VMS 1,11/1/2020 10:22:00 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1198,VMS 1,11/1/2020 10:21:50 PM,Grovfoder,02:03,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1340,VMS 1,11/1/2020 10:21:20 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1340,VMS 1,11/1/2020 10:21:04 PM,Grovfoder,00:01,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1402,VMS 1,11/1/2020 10:20:23 PM,Grovfoder,00:19,Sorteringsgrind 1 Tvåvägsgrind,Separated Right to OBS Avdelning,OBS Avdelningen,,
1280,VMS 1,11/1/2020 10:20:16 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
1201,VMS 1,11/1/2020 10:20:05 PM,Mjolkfalla,00:01,VMS 1,Milking 10.59 kg,,05:24,
1340,VMS 1,11/1/2020 10:19:56 PM,VMS 1,00:07,VMS 1,Pass through to Foderbord,,,
1280,VMS 1,11/1/2020 10:19:55 PM,Grovfoder,02:43,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1301,VMS 1,11/1/2020 10:19:12 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
1301,VMS 1,11/1/2020 10:18:59 PM,Grovfoder,04:51,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1201,VMS 1,11/1/2020 10:18:39 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
1285,VMS 1,11/1/2020 10:18:26 PM,Mjolkfalla,00:00,VMS2,Milking 17.67 kg,,08:51,
1285,VMS 1,11/1/2020 10:18:16 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Röda kor,,
1201,VMS 1,11/1/2020 10:18:16 PM,Grovfoder,03:11,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1285,VMS 1,11/1/2020 10:18:04 PM,Grovfoder,04:33,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1342,VMS 1,11/1/2020 10:16:36 PM,VMS2,00:06,VMS2,Pass through to Foderbord,,,
1308,VMS 1,11/1/2020 10:14:33 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1308,VMS 1,11/1/2020 10:14:23 PM,Grovfoder,00:37,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1241,VMS 1,11/1/2020 10:13:56 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
1241,VMS 1,11/1/2020 10:13:36 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
1241,VMS 1,11/1/2020 10:13:22 PM,Grovfoder,03:05,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1266,VMS 1,11/1/2020 10:13:10 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
1266,VMS 1,11/1/2020 10:12:58 PM,Grovfoder,00:55,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1340,VMS 1,11/1/2020 10:12:53 PM,Mjolkfalla,00:35,VMS 1,Milking 12.74 kg,,09:15,
1200,VMS 1,11/1/2020 10:12:42 PM,VMS 1,00:06,VMS 1,Pass through to Foderbord,,,
1195,VMS 1,11/1/2020 10:12:05 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1195,VMS 1,11/1/2020 10:11:51 PM,Grovfoder,00:22,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1342,VMS 1,11/1/2020 10:10:06 PM,Mjolkfalla,00:52,VMS2,Milking 8.26 kg,,05:21,
1322,VMS 1,11/1/2020 10:09:50 PM,VMS2,00:05,VMS2,Pass through to Foderbord,,,
1200,VMS 1,11/1/2020 10:06:00 PM,Mjolkfalla,00:14,VMS 1,Milking 7.44 kg,,10:08,
1320,VMS 1,11/1/2020 10:04:41 PM,Koridor till Sorteringsgrind 2,00:01,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1322,VMS 1,11/1/2020 10:04:32 PM,Mjolkfalla,01:15,VMS2,Milking 8.75 kg,,10:28,
1324,VMS 1,11/1/2020 10:04:31 PM,VMS2,00:04,VMS2,Pass through to Foderbord,,,
1320,VMS 1,11/1/2020 10:03:22 PM,Grovfoder,00:03,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1402,VMS 1,11/1/2020 10:00:55 PM,VMS 1,00:11,VMS 1,Pass through to Foderbord,,,
1163,VMS 1,11/1/2020 10:00:43 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
1163,VMS 1,11/1/2020 10:00:31 PM,Grovfoder,02:28,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1324,VMS 1,11/1/2020 10:00:08 PM,Mjolkfalla,01:10,VMS2,Milking 7.45 kg,,13:14,
1320,VMS 1,11/1/2020 10:00:07 PM,VMS2,00:07,VMS2,Pass through to Foderbord,,,
1180,VMS 1,11/1/2020 9:58:34 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1180,VMS 1,11/1/2020 9:57:59 PM,Grovfoder,02:28,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1236,VMS 1,11/1/2020 9:54:25 PM,Grovfoder,00:39,Sorteringsgrind 1 Tvåvägsgrind,Separated Right to OBS Avdelning,OBS Avdelningen,,
1320,VMS 1,11/1/2020 9:53:04 PM,Mjolkfalla,01:07,VMS2,Milking 5.59 kg,,09:26,
1293,VMS 1,11/1/2020 9:52:05 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1293,VMS 1,11/1/2020 9:51:53 PM,Grovfoder,02:20,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1200,VMS 1,11/1/2020 9:51:32 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
1193,VMS 1,11/1/2020 9:51:22 PM,VMS2,00:10,VMS2,Pass through to Foderbord,,,
1200,VMS 1,11/1/2020 9:50:58 PM,Grovfoder,01:59,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1402,VMS 1,11/1/2020 9:49:32 PM,Mjolkfalla,00:08,VMS 1,Milking 3.46 kg,,06:44,
1195,VMS 1,11/1/2020 9:49:30 PM,VMS 1,00:08,VMS 1,Pass through to Foderbord,,,
1275,VMS 1,11/1/2020 9:46:33 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1319,VMS 1,11/1/2020 9:46:22 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
1275,VMS 1,11/1/2020 9:46:21 PM,Grovfoder,00:05,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1319,VMS 1,11/1/2020 9:46:11 PM,Grovfoder,03:25,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1273,VMS 1,11/1/2020 9:43:00 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1273,VMS 1,11/1/2020 9:42:48 PM,Grovfoder,00:48,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1297,VMS 1,11/1/2020 9:42:46 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
1297,VMS 1,11/1/2020 9:42:00 PM,Grovfoder,03:12,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1212,VMS 1,11/1/2020 9:41:53 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
1212,VMS 1,11/1/2020 9:41:42 PM,Grovfoder,00:00,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1402,VMS 1,11/1/2020 9:41:20 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Obskor med tillstånd,,
1402,VMS 1,11/1/2020 9:41:03 PM,Grovfoder,01:34,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
1195,VMS 1,11/1/2020 9:41:01 PM,Mjolkfalla,00:02,VMS 1,Milking 12.97 kg,,05:27,
