Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
-1039,8,101,7/24/2020,99,11.10,4.28,2.80,2.64,4.41,,,,,116,87,,82,0,0,0,0
-1193,4,101,7/24/2020,100,11.78,3.75,4.22,3.13,3.94,,,,,104,108,,83,0,0,0,0
-1197,4,105,7/20/2020,110,15.85,5.25,6.50,1.96,3.94,,,,,110,125,,88,0,0,0,0
-1203,4,106,7/19/2020,98,16.50,5.78,6.50,0.00,4.03,,,,,122,87,0,85,0,0,0,0
-1240,3,107,7/18/2020,74,7.45,3.00,1.04,3.62,3.42,,,,,90,36,,70,0,0,0,0
-1138,6,109,7/16/2020,91,16.88,5.43,6.50,0.50,4.58,,,,,132,67,,85,0,0,0,0
-1163,4,109,7/16/2020,98,14.95,4.50,6.57,2.38,3.83,,,,,130,88,,80,0,0,0,0
-1285,2,111,7/14/2020,101,16.63,5.25,6.46,0.00,4.67,,,,,117,96,0,94,0,0,0,0
-1238,3,113,7/12/2020,80,15.65,5.25,6.50,0.29,3.55,,,,,98,71,,77,0,0,0,0
-1273,2,113,7/12/2020,109,14.93,5.48,5.06,1.56,4.53,,,,,125,110,,85,0,0,0,0
-1201,4,116,7/9/2020,101,16.66,5.96,6.50,1.00,3.93,,,,,117,98,,87,0,0,0,0
-1195,4,117,7/8/2020,107,16.34,5.66,6.50,1.00,3.99,,,,,130,103,,89,0,0,0,0
-1296,2,118,7/7/2020,72,11.77,4.50,3.50,2.48,3.54,,,,,103,28,,82,0,0,0,0
-1231,3,119,7/6/2020,93,16.72,5.25,6.50,1.00,4.71,,,,,102,93,,87,0,0,0,0
-1232,3,126,6/29/2020,85,11.62,2.03,5.52,0.00,4.00,,,,,93,87,0,79,0,0,0,0
-1139,6,127,6/28/2020,85,14.18,4.50,5.42,2.00,3.44,,,,,137,46,,99,0,0,0,0
-1208,3,129,6/26/2020,95,13.45,3.26,6.50,0.00,3.79,,,,,111,90,0,88,0,0,0,0
-1170,5,131,6/24/2020,96,9.65,5.25,0.58,0.48,3.48,,,,,113,42,,90,0,0,0,0
-1396,4,141,6/14/2020,89,15.63,4.50,7.00,0.00,4.25,,,,,106,85,0,73,0,0,0,0
-1389,4,148,6/7/2020,85,14.01,3.57,6.50,0.00,3.95,,,,,111,75,0,79,0,0,0,0
-1280,2,161,5/25/2020,83,5.65,0.00,5.37,0.49,0.00,,,,,0,88,,0,0,0,0,0
-1189,6,166,5/20/2020,99,13.44,3.38,6.00,0.00,4.00,,,,,104,105,0,87,0,0,0,0
-1213,3,166,5/20/2020,104,9.89,3.75,2.50,2.36,3.50,,,,,125,90,,95,0,0,0,0
-1264,2,183,5/3/2020,106,14.00,3.75,6.50,0.00,3.74,,,,,136,93,0,97,0,0,0,0
-1276,2,183,5/3/2020,96,14.50,4.05,6.50,0.00,4.04,,,,,120,86,0,85,0,0,0,0
-1322,1,186,4/30/2020,94,6.82,2.14,2.08,3.31,2.91,,,,,106,81,,84,0,0,0,0
-1236,3,192,4/24/2020,101,10.72,3.00,4.18,0.94,3.72,,,,,120,92,,90,0,0,0,0
-1274,2,197,4/19/2020,90,12.62,2.43,6.50,0.00,3.92,,,,,140,68,0,90,0,0,0,0
-1327,1,197,4/19/2020,102,5.11,1.43,1.44,2.44,2.18,,,,,119,82,,106,0,0,0,0
-1235,3,208,4/8/2020,95,9.66,2.36,3.73,2.12,3.81,,,,,109,93,,82,0,0,0,0
-1184,4,210,4/6/2020,80,4.27,0.99,0.55,4.25,2.68,,,,,90,38,,86,0,0,0,0
-1293,1,217,3/30/2020,99,9.29,3.57,1.85,3.30,3.86,,,,,126,79,,84,0,0,0,0
-1330,1,217,3/30/2020,77,12.65,2.86,6.00,0.00,3.86,,,,,107,61,0,79,0,0,0,0
-1265,2,231,3/16/2020,99,11.48,2.39,5.57,1.43,3.67,,,,,133,85,,95,0,0,0,0
-1223,3,237,3/10/2020,74,10.04,3.00,3.57,2.31,3.51,,,,,74,79,,68,0,0,0,0
-1320,1,238,3/9/2020,121,1.41,0.00,1.41,0.99,0.00,,,,,0,121,,0,0,0,0,0
-1266,2,243,3/4/2020,95,7.22,2.14,1.53,3.88,3.75,,,,,118,70,,87,0,0,0,0
-1194,5,250,2/26/2020,98,6.79,2.14,1.43,4.50,3.00,,,,,111,90,,100,0,0,0,0
-1312,1,257,2/19/2020,98,6.30,1.64,1.52,4.40,3.13,,,,,126,74,,95,0,0,0,0
-1319,1,261,2/15/2020,32,8.57,2.86,2.57,3.43,3.86,,,,,3,36,,44,0,0,0,0
-1219,3,264,2/12/2020,100,8.25,3.89,0.96,3.94,3.22,,,,,121,60,,93,0,0,0,0
-1162,4,268,2/8/2020,101,6.27,2.40,0.58,3.70,3.57,,,,,134,39,,82,0,0,0,0
-1321,1,276,1/31/2020,99,4.57,1.43,0.00,2.82,2.71,,,,,106,0,,112,0,0,0,0
-1261,2,278,1/29/2020,80,6.59,2.14,0.60,3.56,3.84,,,,,113,29,,70,0,0,0,0
-1180,4,279,1/28/2020,81,6.33,1.23,1.86,2.49,3.86,,,,,99,61,,71,0,0,0,0
-1307,1,279,1/28/2020,91,12.98,2.25,6.50,0.00,4.37,,,,,120,76,0,96,0,0,0,0
-1324,1,279,1/28/2020,91,1.27,0.00,1.12,0.00,0.08,,,,,0,100,0,44,0,0,0,0
-1263,2,283,1/24/2020,297,0.13,0.00,0.00,0.50,0.00,,,,,0,0,,0,0,0,0,0
-1225,3,288,1/19/2020,50,0.22,0.00,0.00,0.50,0.00,,,,,0,0,,0,0,0,0,0
-1224,3,289,1/18/2020,91,6.71,2.50,0.78,3.80,3.47,,,,,123,49,,77,0,0,0,0
-1297,1,297,1/10/2020,94,10.11,3.00,3.60,2.13,3.62,,,,,109,87,,85,0,0,0,0
-1309,1,297,1/10/2020,91,8.29,2.14,2.57,4.13,3.86,,,,,134,50,,89,0,0,0,0
-1187,4,301,1/6/2020,105,4.07,0.44,1.99,0.00,1.75,,,,,,116,0,113,0,0,0,0
-1267,2,301,1/6/2020,81,7.22,1.43,3.25,0.00,3.08,,,,,129,46,0,81,0,0,0,0
-1251,2,310,12/28/2019,124,1.12,0.00,0.99,0.97,0.00,,,,,0,139,,0,0,0,0,0
-1209,3,325,12/13/2019,86,1.93,0.00,0.55,4.00,1.88,,,,,0,43,,76,0,0,0,0
-1198,3,327,12/11/2019,88,3.68,0.75,0.00,3.00,2.60,,,,,112,0,,92,0,0,0,0
-1308,1,330,12/8/2019,102,7.77,1.71,2.57,4.29,3.86,,,,,128,91,,88,0,0,0,0
-1173,4,334,12/4/2019,46,0.25,0.00,0.50,5.76,0.00,,,,,0,23,,0,0,0,0,0
-1200,3,338,11/30/2019,93,1.05,0.00,0.95,1.26,0.00,,,,,0,102,,0,0,0,0,0
-1210,3,346,11/22/2019,104,8.44,3.75,0.95,3.36,3.82,,,,,131,63,,87,0,0,0,0
-1237,2,354,11/14/2019,105,5.24,1.43,0.60,3.77,3.44,,,,,142,47,,93,0,0,0,0
-1254,2,366,11/2/2019,45,0.55,0.00,0.34,0.00,0.20,,,,,0,64,0,17,0,0,0,0
