Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
43,3,62,9/5/2020,88,16.93,2.63,7.0,0.0,7.72,,,,,112.0,73,0.0,88,0,0,0,0
6,5,63,9/4/2020,85,15.73,1.89,7.0,0.0,7.28,,,,,114.0,68,0.0,88,0,0,0,0
44,3,63,9/4/2020,102,14.4,2.19,5.9,1.04,6.92,,,,,133.0,80,,101,0,0,0,0
47,3,66,9/1/2020,99,17.94,3.12,7.0,0.0,8.25,,,,,105.0,104,0.0,87,0,0,0,0
74,2,66,9/1/2020,78,17.9,3.06,7.0,0.0,8.16,,,,,105.0,56,0.0,83,0,0,0,0
60,2,70,8/28/2020,89,17.65,3.06,7.0,0.0,7.86,,,,,114.0,73,0.0,91,0,0,0,0
93,1,75,8/23/2020,96,14.02,2.0,5.0,1.29,7.88,,,,,100.0,94,,86,0,0,0,0
64,2,81,8/17/2020,103,10.32,1.6,3.24,2.13,6.07,,,,,140.0,80,,95,0,0,0,0
36,3,82,8/16/2020,81,16.83,3.84,7.0,0.0,6.92,,,,,100.0,59,0.0,82,0,0,0,0
69,2,91,8/7/2020,87,17.68,2.72,7.0,0.0,8.49,,,,,123.0,60,0.0,92,0,0,0,0
91,1,91,8/7/2020,95,15.46,2.4,6.19,0.0,7.15,,,,,135.0,69,0.0,100,0,0,0,0
94,1,92,8/6/2020,97,14.19,2.0,5.5,1.28,7.38,,,,,131.0,85,,88,0,0,0,0
66,2,102,7/27/2020,98,14.88,2.63,5.5,1.42,7.35,,,,,100.0,101,,87,0,0,0,0
1,8,105,7/24/2020,83,13.17,2.57,4.0,1.13,7.24,,,,,102.0,67,,79,0,0,0,0
13,4,105,7/24/2020,102,12.9,2.19,5.33,1.04,5.81,,,,,137.0,87,,95,0,0,0,0
15,4,109,7/20/2020,107,15.85,3.06,7.0,0.65,5.82,,,,,108.0,111,,101,0,0,0,0
20,4,110,7/19/2020,101,16.43,3.37,7.0,0.0,6.1,,,,,118.0,101,0.0,91,0,0,0,0
41,3,111,7/18/2020,92,7.98,1.75,2.23,2.89,4.26,,,,,87.0,85,,93,0,0,0,0
2,6,113,7/16/2020,94,16.08,3.17,7.0,0.0,5.75,,,,,112.0,89,0.0,92,0,0,0,0
5,4,113,7/16/2020,96,15.49,2.63,7.71,0.79,5.48,,,,,106.0,93,,89,0,0,0,0
65,2,115,7/14/2020,94,16.19,3.06,7.0,0.0,6.04,,,,,123.0,78,0.0,98,0,0,0,0
40,3,117,7/12/2020,84,14.86,3.06,7.0,0.0,4.64,,,,,134.0,54,0.0,98,0,0,0,0
58,2,117,7/12/2020,81,16.37,3.19,6.17,0.67,7.6,,,,,105.0,49,,91,0,0,0,0
19,4,120,7/9/2020,102,16.29,3.47,7.0,0.0,5.78,,,,,123.0,99,0.0,94,0,0,0,0
14,4,121,7/8/2020,97,16.23,3.3,7.0,0.0,5.96,,,,,107.0,102,0.0,87,0,0,0,0
70,2,122,7/7/2020,91,11.59,2.63,4.5,1.49,4.61,,,,,95.0,84,,92,0,0,0,0
34,3,123,7/6/2020,98,16.32,3.06,7.0,0.0,6.19,,,,,117.0,94,0.0,94,0,0,0,0
35,3,130,6/29/2020,101,11.89,1.18,5.04,0.0,6.0,,,,,142.0,86,0.0,99,0,0,0,0
3,6,131,6/28/2020,108,11.65,2.63,4.27,2.0,4.31,,,,,108.0,129,,99,0,0,0,0
21,3,133,6/26/2020,91,14.15,1.9,7.0,0.0,5.37,,,,,111.0,84,0.0,92,0,0,0,0
7,5,135,6/24/2020,90,9.13,3.06,1.74,0.83,4.43,,,,,104.0,71,,86,0,0,0,0
123,4,145,6/14/2020,103,16.13,2.63,7.0,0.0,6.75,,,,,120.0,91,0.0,105,0,0,0,0
118,4,152,6/7/2020,103,14.37,2.0,7.0,0.0,5.85,,,,,112.0,99,0.0,96,0,0,0,0
62,2,165,5/25/2020,88,4.55,0.0,4.27,1.47,0.0,,,,,0.0,93,,0,0,0,0,0
178,6,170,5/20/2020,92,13.75,1.97,6.0,0.0,6.0,,,,,110.0,88,0.0,87,0,0,0,0
26,3,170,5/20/2020,83,9.98,2.19,3.23,2.53,4.5,,,,,94.0,72,,86,0,0,0,0
54,2,187,5/3/2020,96,14.35,2.19,7.0,0.0,5.22,,,,,103.0,99,0.0,87,0,0,0,0
61,2,187,5/3/2020,106,15.31,2.36,7.0,0.0,6.13,,,,,108.0,115,0.0,92,0,0,0,0
86,1,190,4/30/2020,84,9.06,1.2,3.25,1.99,4.73,,,,,115.0,68,,86,0,0,0,0
38,3,196,4/24/2020,91,11.91,1.75,5.43,0.52,5.15,,,,,96.0,89,,84,0,0,0,0
59,2,201,4/19/2020,74,13.85,1.36,7.0,0.0,5.75,,,,,105.0,57,0.0,83,0,0,0,0
88,1,201,4/19/2020,97,5.19,0.8,2.32,2.89,2.18,,,,,94.0,90,,102,0,0,0,0
37,3,212,4/8/2020,85,11.14,1.32,4.92,1.35,5.42,,,,,98.0,77,,80,0,0,0,0
11,4,214,4/6/2020,86,4.72,0.58,1.66,4.75,2.68,,,,,97.0,71,,87,0,0,0,0
68,1,221,3/30/2020,94,10.11,2.0,2.96,2.42,5.57,,,,,109.0,91,,84,0,0,0,0
89,1,221,3/30/2020,109,12.97,1.6,6.0,0.0,5.57,,,,,123.0,109,0.0,101,0,0,0,0
55,2,235,3/16/2020,100,12.62,1.34,6.71,0.29,5.0,,,,,123.0,92,,96,0,0,0,0
30,3,241,3/10/2020,86,10.71,1.75,4.71,1.54,4.54,,,,,139.0,62,,84,0,0,0,0
84,1,242,3/9/2020,79,1.41,0.0,1.41,2.34,0.0,,,,,0.0,79,,0,0,0,0,0
56,2,247,3/4/2020,107,8.59,1.2,2.6,2.99,5.26,,,,,148.0,85,,99,0,0,0,0
179,5,254,2/26/2020,103,6.45,1.2,2.3,3.49,3.0,,,,,105.0,105,,99,0,0,0,0
82,1,261,2/19/2020,98,6.69,0.92,2.57,3.2,3.4,,,,,125.0,75,,102,0,0,0,0
83,1,265,2/15/2020,16,5.29,1.22,1.87,3.33,3.03,,,,,,18,,17,0,0,0,0
29,3,268,2/12/2020,84,8.0,2.33,2.05,3.59,3.67,,,,,98.0,71,,81,0,0,0,0
4,4,272,2/8/2020,88,7.55,1.47,1.75,1.85,4.7,,,,,77.0,81,,87,0,0,0,0
85,1,280,1/31/2020,116,3.2,0.8,0.0,2.33,2.14,,,,,109.0,0,,132,0,0,0,0
52,2,282,1/29/2020,94,7.96,1.2,1.8,2.77,5.51,,,,,127.0,65,,87,0,0,0,0
10,4,283,1/28/2020,81,9.07,0.69,3.57,1.47,5.57,,,,,110.0,64,,78,0,0,0,0
78,1,283,1/28/2020,80,13.65,1.31,7.0,0.0,5.42,,,,,100.0,70,0.0,86,0,0,0,0
87,1,283,1/28/2020,83,0.99,0.0,0.67,0.0,0.25,,,,,0.0,97,0.0,68,0,0,0,0
53,2,287,1/24/2020,0,0.0,0.0,0.0,0.5,0.0,,,,,0.0,0,,0,0,0,0,0
32,3,292,1/19/2020,0,,0.0,0.0,0.5,0.0,,,,,0.0,0,,0,0,0,0,0
31,3,293,1/18/2020,105,7.51,1.4,2.03,3.4,4.42,,,,,143.0,74,,100,0,0,0,0
71,1,301,1/10/2020,109,11.05,1.75,4.8,1.06,4.86,,,,,101.0,118,,95,0,0,0,0
80,1,301,1/10/2020,78,9.94,1.2,3.71,2.75,5.57,,,,,91.0,50,,86,0,0,0,0
12,4,305,1/6/2020,92,2.77,0.26,1.2,0.0,1.25,,,,,,110,0.0,99,0,0,0,0
57,2,305,1/6/2020,86,9.74,0.8,4.42,0.0,5.24,,,,,115.0,56,0.0,95,0,0,0,0
46,2,314,12/28/2019,119,0.62,0.0,0.5,2.92,0.0,,,,,0.0,149,,0,0,0,0,0
22,3,329,12/13/2019,87,3.92,0.0,1.65,4.0,2.78,,,,,0.0,72,,80,0,0,0,0
16,3,331,12/11/2019,55,2.5,0.44,0.0,2.23,1.8,,,,,54.0,0,,64,0,0,0,0
79,1,334,12/8/2019,105,9.67,0.96,3.71,2.86,5.57,,,,,87.0,111,,93,0,0,0,0
8,4,338,12/4/2019,86,1.0,0.0,1.0,5.3,0.0,,,,,0.0,86,,0,0,0,0,0
18,3,342,11/30/2019,87,0.67,0.0,0.57,0.96,0.0,,,,,0.0,101,,0,0,0,0,0
23,3,350,11/22/2019,111,9.36,2.19,2.1,1.12,5.46,,,,,132.0,90,,102,0,0,0,0
39,2,358,11/14/2019,113,6.52,0.8,1.8,3.0,4.33,,,,,134.0,91,,107,0,0,0,0
49,2,370,11/2/2019,50,0.5,0.0,0.0,0.0,0.5,,,,,0.0,0,0.0,50,0,0,0,0
