Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
85,1,283,1/31/2020,82,2.43,0.57,0.0,1.96,1.71,,,,,15.0,0,,111,0,0,0,0
52,2,285,1/29/2020,87,9.19,1.69,2.7,2.17,5.93,,,,,55.0,58,,93,0,0,0,0
10,4,286,1/28/2020,86,10.49,0.49,4.0,1.21,6.0,,,,,80.0,77,,92,0,0,0,0
78,1,286,1/28/2020,93,13.88,0.94,7.0,0.0,5.94,,,,,111.0,79,0.0,107,0,0,0,0
87,1,286,1/28/2020,87,0.78,0.0,0.34,0.0,0.38,,,,,0.0,117,0.0,77,0,0,0,0
31,3,296,1/18/2020,109,8.32,1.8,2.97,3.1,4.66,,,,,55.0,107,,106,0,0,0,0
71,1,304,1/10/2020,81,12.13,1.25,5.7,0.27,5.48,,,,,89.0,67,,89,0,0,0,0
80,1,304,1/10/2020,70,11.14,0.86,4.57,1.72,6.0,,,,,46.0,51,,84,0,0,0,0
12,4,308,1/6/2020,91,1.8,0.18,0.6,0.0,0.88,,,,,,122,0.0,102,0,0,0,0
57,2,308,1/6/2020,80,11.35,0.57,5.0,0.0,5.78,,,,,121.0,35,0.0,115,0,0,0,0
46,2,317,12/28/2019,50,0.25,0.0,0.12,4.38,0.0,,,,,0.0,99,,0,0,0,0,0
22,3,332,12/13/2019,98,5.2,0.0,2.47,4.0,3.0,,,,,0.0,87,,99,0,0,0,0
16,3,334,12/11/2019,96,1.4,0.31,0.0,1.65,1.2,,,,,,0,,112,0,0,0,0
79,1,337,12/8/2019,114,10.97,0.69,4.57,1.79,6.0,,,,,109.0,114,,109,0,0,0,0
8,4,341,12/4/2019,100,1.0,0.0,1.0,5.3,0.0,,,,,0.0,100,,0,0,0,0,0
18,3,345,11/30/2019,95,0.38,0.0,0.29,0.73,0.0,,,,,0.0,127,,0,0,0,0,0
23,3,353,11/22/2019,111,10.52,1.56,2.96,0.0,6.28,,,,,116.0,98,0.0,111,0,0,0,0
39,2,361,11/14/2019,88,7.52,1.46,2.7,3.0,4.55,,,,,41.0,63,,95,0,0,0,0
