Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
6,5,65,9/4/2020,90,16.62,1.35,7.0,0.0,8.71,,,,,121.0,76,0.0,93,0,0,0,0
44,3,65,9/4/2020,79,15.63,1.56,6.45,0.52,8.23,,,,,91.0,67,,81,0,0,0,0
47,3,68,9/1/2020,92,18.8,2.23,7.0,0.0,10.0,,,,,118.0,87,0.0,85,0,0,0,0
74,2,68,9/1/2020,83,18.54,2.19,7.0,0.0,9.68,,,,,108.0,67,0.0,86,0,0,0,0
60,2,72,8/28/2020,100,18.2,2.19,7.0,0.0,9.29,,,,,126.0,94,0.0,95,0,0,0,0
93,1,77,8/23/2020,99,15.74,1.43,5.67,0.86,8.69,,,,,132.0,84,,102,0,0,0,0
64,2,83,8/17/2020,110,11.49,1.14,3.83,1.6,6.58,,,,,141.0,95,,112,0,0,0,0
36,3,84,8/16/2020,88,18.42,3.84,7.0,0.0,8.23,,,,,101.0,70,0.0,90,0,0,0,0
69,2,93,8/7/2020,77,18.73,1.94,7.0,0.0,9.4,,,,,112.0,48,0.0,95,0,0,0,0
91,1,93,8/7/2020,94,16.03,1.71,6.19,0.0,7.78,,,,,135.0,67,0.0,111,0,0,0,0
94,1,94,8/6/2020,92,15.57,1.43,6.0,0.85,8.11,,,,,119.0,80,,96,0,0,0,0
66,2,104,7/27/2020,103,16.08,1.88,6.0,0.94,8.8,,,,,124.0,99,,94,0,0,0,0
1,8,107,7/24/2020,78,14.45,1.83,4.6,0.38,8.65,,,,,67.0,79,,74,0,0,0,0
13,4,107,7/24/2020,105,13.76,1.56,5.89,0.0,6.75,,,,,128.0,102,0.0,96,0,0,0,0
15,4,111,7/20/2020,97,15.92,2.19,7.0,0.0,6.76,,,,,114.0,98,0.0,90,0,0,0,0
20,4,112,7/19/2020,83,16.5,2.41,7.0,0.0,7.13,,,,,111.0,70,0.0,85,0,0,0,0
41,3,113,7/18/2020,115,8.5,1.25,2.83,2.53,4.68,,,,,116.0,94,,120,0,0,0,0
2,6,115,7/16/2020,55,15.75,2.26,7.0,0.0,6.33,,,,,91.0,28,0.0,73,0,0,0,0
5,4,115,7/16/2020,81,16.14,1.88,8.0,0.0,6.3,,,,,114.0,65,0.0,92,0,0,0,0
65,2,117,7/14/2020,76,16.0,2.19,7.0,0.0,6.72,,,,,127.0,40,0.0,97,0,0,0,0
40,3,119,7/12/2020,87,14.53,2.19,7.0,0.0,5.18,,,,,125.0,61,0.0,108,0,0,0,0
58,2,119,7/12/2020,88,17.55,2.28,6.72,0.22,9.13,,,,,114.0,75,,86,0,0,0,0
19,4,122,7/9/2020,100,16.22,2.48,7.0,0.0,6.71,,,,,140.0,93,0.0,93,0,0,0,0
14,4,123,7/8/2020,100,16.28,2.36,7.0,0.0,6.94,,,,,143.0,81,0.0,104,0,0,0,0
70,2,124,7/7/2020,95,11.87,1.88,5.0,0.99,5.14,,,,,136.0,82,,90,0,0,0,0
34,3,125,7/6/2020,92,16.19,2.19,7.0,0.0,6.93,,,,,127.0,76,0.0,98,0,0,0,0
35,3,132,6/29/2020,81,12.55,0.84,5.04,0.0,7.0,,,,,120.0,53,0.0,93,0,0,0,0
3,6,133,6/28/2020,76,10.76,1.88,3.69,2.0,4.75,,,,,124.0,52,,83,0,0,0,0
21,3,135,6/26/2020,100,14.4,1.36,7.0,0.0,6.16,,,,,115.0,101,0.0,93,0,0,0,0
7,5,137,6/24/2020,107,9.31,2.19,2.32,1.0,4.9,,,,,135.0,84,,104,0,0,0,0
123,4,147,6/14/2020,102,16.63,1.88,7.0,0.0,8.0,,,,,130.0,87,0.0,106,0,0,0,0
118,4,154,6/7/2020,78,15.03,1.43,7.0,0.0,6.32,,,,,107.0,66,0.0,88,0,0,0,0
62,2,167,5/25/2020,84,4.0,0.0,4.0,1.72,0.0,,,,,0.0,84,,0,0,0,0,0
177,6,172,5/20/2020,90,14.19,1.41,6.0,0.0,7.0,,,,,130.0,73,0.0,93,0,0,0,0
26,3,172,5/20/2020,99,9.86,1.56,3.23,2.61,5.0,,,,,147.0,71,,103,0,0,0,0
54,2,189,5/3/2020,99,14.47,1.56,7.0,0.0,5.96,,,,,155.0,82,0.0,103,0,0,0,0
61,2,189,5/3/2020,103,15.67,1.69,7.0,0.0,7.17,,,,,92.0,116,0.0,91,0,0,0,0
86,1,192,4/30/2020,90,9.76,0.86,3.83,1.32,5.19,,,,,154.0,46,,110,0,0,0,0
38,3,198,4/24/2020,103,12.76,1.25,6.06,0.31,5.87,,,,,106.0,107,,91,0,0,0,0
59,2,203,4/19/2020,86,14.38,0.97,7.0,0.0,6.21,,,,,124.0,69,0.0,102,0,0,0,0
88,1,203,4/19/2020,108,5.41,0.57,2.54,3.0,2.18,,,,,60.0,120,,111,0,0,0,0
37,3,214,4/8/2020,107,12.17,0.94,5.51,0.96,5.82,,,,,133.0,100,,107,0,0,0,0
11,4,216,4/6/2020,78,5.11,0.41,2.21,5.0,2.68,,,,,104.0,67,,77,0,0,0,0
68,1,223,3/30/2020,101,10.95,1.43,3.51,1.98,6.0,,,,,156.0,71,,106,0,0,0,0
89,1,223,3/30/2020,98,13.37,1.14,6.0,0.0,6.0,,,,,136.0,90,0.0,101,0,0,0,0
55,2,237,3/16/2020,108,13.48,0.95,7.0,0.0,5.33,,,,,125.0,109,0.0,107,0,0,0,0
30,3,243,3/10/2020,100,11.29,1.25,5.29,1.15,5.05,,,,,121.0,90,,100,0,0,0,0
84,1,244,3/9/2020,127,1.41,0.0,1.41,2.34,0.0,,,,,0.0,127,,0,0,0,0,0
56,2,249,3/4/2020,88,9.54,0.86,3.13,2.55,5.64,,,,,137.0,57,,96,0,0,0,0
178,5,256,2/26/2020,103,6.33,0.86,2.3,3.49,3.0,,,,,83.0,119,,103,0,0,0,0
82,1,263,2/19/2020,88,7.09,0.66,3.09,2.6,3.47,,,,,139.0,67,,93,0,0,0,0
83,1,267,2/15/2020,49,5.34,0.41,1.52,3.3,2.62,,,,,3.0,64,,63,0,0,0,0
29,3,270,2/12/2020,98,8.1,1.67,2.59,3.41,3.89,,,,,110.0,89,,98,0,0,0,0
4,4,274,2/8/2020,97,8.28,1.05,2.33,0.92,5.26,,,,,103.0,87,,94,0,0,0,0
85,1,282,1/31/2020,85,2.0,0.57,0.0,2.08,1.86,,,,,,0,,92,0,0,0,0
52,2,284,1/29/2020,110,9.06,0.86,2.4,2.37,5.93,,,,,117.0,107,,108,0,0,0,0
10,4,285,1/28/2020,101,10.59,0.49,4.0,1.21,6.0,,,,,138.0,91,,106,0,0,0,0
78,1,285,1/28/2020,82,13.8,0.94,7.0,0.0,5.94,,,,,126.0,62,0.0,97,0,0,0,0
87,1,285,1/28/2020,85,0.85,0.0,0.45,0.0,0.33,,,,,0.0,106,0.0,74,0,0,0,0
31,3,295,1/18/2020,101,8.2,1.0,2.66,3.2,4.66,,,,,144.0,74,,105,0,0,0,0
71,1,303,1/10/2020,122,11.77,1.25,5.4,0.53,5.48,,,,,127.0,119,,115,0,0,0,0
80,1,303,1/10/2020,71,11.03,0.86,4.29,2.07,6.0,,,,,76.0,33,,96,0,0,0,0
12,4,307,1/6/2020,95,2.12,0.18,0.8,0.0,1.0,,,,,,119,0.0,106,0,0,0,0
57,2,307,1/6/2020,64,11.17,0.57,5.0,0.0,5.78,,,,,114.0,29,0.0,87,0,0,0,0
46,2,316,12/28/2019,92,0.37,0.0,0.25,3.9,0.0,,,,,0.0,139,,0,0,0,0,0
22,3,331,12/13/2019,114,4.92,0.0,2.2,4.0,3.0,,,,,0.0,99,,115,0,0,0,0
16,3,333,12/11/2019,92,1.6,0.31,0.0,1.84,1.4,,,,,,0,,105,0,0,0,0
79,1,336,12/8/2019,94,10.82,0.69,4.29,2.14,6.0,,,,,139.0,74,,100,0,0,0,0
8,4,340,12/4/2019,93,1.0,0.0,1.0,5.3,0.0,,,,,0.0,93,,0,0,0,0,0
18,3,344,11/30/2019,93,0.48,0.0,0.38,0.8,0.0,,,,,0.0,117,,0,0,0,0,0
23,3,352,11/22/2019,105,10.13,1.56,2.68,0.0,6.28,,,,,94.0,98,0.0,104,0,0,0,0
39,2,360,11/14/2019,113,7.34,0.57,2.4,3.0,4.55,,,,,138.0,108,,107,0,0,0,0
