Main;;;;;;;Main;;;;;AMD, Avvikande mjölk, Status;;Medelflöden (kg/min);;;;Blod (ppm);;;;Konduktivitet (mS/cm);;;;Diverse;;;Toppflöden (kg/min);;;;Mjölkmängder (kg);;;
Starttid;Djurnr;Grupp;MS/MP;Åtgärd;Mjölkningstid (mm:ss);Mjölkmängd (kg);Mjölkningsnummer;OCC(*1000 celler/ml);Avspark;Ofullständig;Spenar hittas ej;Juver;Spene;VF;HF;VB;HB;VF;HF;VB;HB;VF;HF;VB;HB;Användare;Mjölkdestination;Orsak till mjölkavskiljning;VF;HF;VB;HB;VF;HF;VB;HB
2020-11-07 00:01;97;VMS 1;VMS 1;Mjölkning;05:07;7,49;1;220;HF,VB,HB;;;0;;;1,08;1,08;0,78;;0;0;0;;4,92;4,70;4,79;;Mjölktank;;;1,80;2,04;1,50;;2,39;2,80;2,30
2020-11-07 00:07;64;VMS 1;VMS 1;Mjölkning;04:56;6,16;1;54;;HB;HB;0;;1,08;1,26;;0,00;0;0;;0;4,82;4,99;;0,00;;Mjölktank;;1,38;1,62;;0,00;2,91;3,25;;0,00
2020-11-07 00:08;59;VMS 1;VMS2;Mjölkning;04:53;10,25;1;65;;;;0;;1,14;0,96;1,26;1,02;0;0;0;0;4,25;4,29;4,37;4,24;;Mjölktank;;1,56;1,44;1,80;1,56;2,32;1,79;3,39;2,75
2020-11-07 00:13;13;VMS 1;VMS2;Mjölkning;09:26;11,88;1;65;;;;0;;0,48;0,48;0,60;0,66;0;0;0;0;4,32;4,29;4,37;4,38;;Mjölktank;;0,72;0,78;0,96;1,02;1,63;2,10;4,06;4,09
2020-11-07 00:23;35;VMS 1;VMS2;Mjölkning;09:03;17,92;1;68;;;;1;;1,20;0,84;0,96;0,90;0;0;0;0;4,72;5,29;4,91;4,78;;Mjölktank;;1,80;1,56;1,26;1,56;4,07;3,27;4,89;5,69
2020-11-07 00:33;37;VMS 1;VMS2;Mjölkning;05:31;13,13;1;82;;;;0;;0,78;1,02;1,32;1,56;0;0;0;0;4,79;4,88;4,84;5,11;;Mjölktank;;1,14;1,50;1,68;1,98;1,73;2,06;4,81;4,53
2020-11-07 00:34;178;VMS 1;VMS 1;Mjölkning;05:54;7,88;1;108;HB;;;0;;0,54;0,90;0,48;0,72;0;0;0;0;6,02;5,79;5,71;5,26;;Divert 1;;0,78;1,26;0,78;1,02;1,77;2,02;1,72;2,37
2020-11-07 00:39;71;VMS 1;VMS2;Mjölkning;05:48;9,82;1;114;;;;0;;0,78;0,72;0,90;0,96;0;0;0;0;4,52;4,48;4,58;4,58;;Mjölktank;;1,14;1,14;1,32;1,32;2,06;1,84;3,30;2,62
2020-11-07 00:43;98;VMS 1;VMS 1;Mjölkning;04:21;12,10;1;;;;;0;;1,20;1,20;1,44;1,50;0;0;0;0;4,81;4,85;4,64;4,79;;Mjölktank;;1,62;1,80;1,86;1,98;2,53;2,56;3,46;3,55
2020-11-07 00:47;60;VMS 1;VMS2;Mjölkning;07:24;11,08;1;80;;;;0;;0,72;0,72;0,54;0,60;0;0;0;0;5,19;5,02;4,84;4,78;;Mjölktank;;1,02;1,08;0,90;0,96;2,62;3,02;2,75;2,69
