Animal Number,Group Name,Date/Time,Previous Area,Time in Area (hh:mm),Device Name,Result,Gate Decision,Milking Interval,Incompletely Milked Teats
12,VMS 1,11/11/2020 11:45:35 PM,Grovfoder,05:16,Sorteringsgrind 1 Tvåvägsgrind,Separated Right to OBS Avdelning,OBS Avdelningen,,
60,VMS 1,11/11/2020 11:44:36 PM,VMS2,00:06,VMS2,Pass through to Foderbord,,,
55,VMS 1,11/11/2020 11:44:08 PM,Mjolkfalla,00:02,VMS 1,Milking 10.70 kg,,06:00,
118,VMS 1,11/11/2020 11:44:06 PM,VMS 1,00:07,VMS 1,Pass through to Foderbord,,,
87,VMS 1,11/11/2020 11:42:49 PM,Koridor till Sorteringsgrind 2,00:09,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
43,VMS 1,11/11/2020 11:42:26 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
43,VMS 1,11/11/2020 11:42:15 PM,Grovfoder,01:53,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
55,VMS 1,11/11/2020 11:41:29 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
55,VMS 1,11/11/2020 11:41:20 PM,Grovfoder,04:38,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
31,VMS 1,11/11/2020 11:39:40 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
31,VMS 1,11/11/2020 11:39:25 PM,Grovfoder,03:53,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
24,VMS 1,11/11/2020 11:39:22 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
74,VMS 1,11/11/2020 11:39:11 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
24,VMS 1,11/11/2020 11:39:09 PM,Grovfoder,00:18,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
99,VMS 1,11/11/2020 11:39:03 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
99,VMS 1,11/11/2020 11:38:52 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
74,VMS 1,11/11/2020 11:38:52 PM,Grovfoder,00:20,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
99,VMS 1,11/11/2020 11:38:44 PM,Grovfoder,00:04,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
99,VMS 1,11/11/2020 11:38:33 PM,Grovfoder,00:04,Sorteringsgrind 1 Tvåvägsgrind,"Did not pass, still in Grovfoder",,,
2,VMS 1,11/11/2020 11:37:49 PM,Grovfoder,00:01,Sorteringsgrind 1 Tvåvägsgrind,Separated Right to OBS Avdelning,OBS Avdelningen,,
60,VMS 1,11/11/2020 11:37:42 PM,Mjolkfalla,00:00,VMS2,Milking 9.46 kg,,05:20,
60,VMS 1,11/11/2020 11:37:35 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
63,VMS 1,11/11/2020 11:37:23 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
60,VMS 1,11/11/2020 11:37:17 PM,Grovfoder,01:09,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
63,VMS 1,11/11/2020 11:37:07 PM,Grovfoder,00:50,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
118,VMS 1,11/11/2020 11:36:24 PM,Mjolkfalla,00:15,VMS 1,Milking 13.98 kg,,06:49,
2,VMS 1,11/11/2020 11:36:06 PM,VMS 1,00:15,VMS 1,Pass through to Foderbord,,,
85,VMS 1,11/11/2020 11:35:32 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
85,VMS 1,11/11/2020 11:35:22 PM,Grovfoder,01:06,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
99,VMS 1,11/11/2020 11:33:50 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
8,VMS 1,11/11/2020 11:33:43 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
99,VMS 1,11/11/2020 11:33:43 PM,Grovfoder,00:07,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
87,VMS 1,11/11/2020 11:33:37 PM,VMS2,00:06,VMS2,Pass through to Foderbord,,,
8,VMS 1,11/11/2020 11:33:32 PM,Grovfoder,00:06,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
86,VMS 1,11/11/2020 11:32:31 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
86,VMS 1,11/11/2020 11:32:17 PM,Grovfoder,01:08,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
68,VMS 1,11/11/2020 11:30:37 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
68,VMS 1,11/11/2020 11:30:20 PM,Grovfoder,03:05,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
128,VMS 1,11/11/2020 11:28:56 PM,Grovfoder,02:16,Sorteringsgrind 1 Tvåvägsgrind,"Did not pass, still in Grovfoder",,,
103,VMS 1,11/11/2020 11:28:00 PM,Koridor till Sorteringsgrind 2,00:01,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
87,VMS 1,11/11/2020 11:27:24 PM,Mjolkfalla,00:04,VMS2,Milking 5.73 kg,,11:05,
8,VMS 1,11/11/2020 11:27:11 PM,VMS2,00:06,VMS2,Pass through to Foderbord,,,
103,VMS 1,11/11/2020 11:26:41 PM,Grovfoder,00:05,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
99,VMS 1,11/11/2020 11:26:09 PM,Koridor till Sorteringsgrind 2,00:02,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
99,VMS 1,11/11/2020 11:24:34 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
99,VMS 1,11/11/2020 11:24:25 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
99,VMS 1,11/11/2020 11:24:04 PM,Grovfoder,00:06,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
11,VMS 1,11/11/2020 11:23:50 PM,Grovfoder,00:32,Sorteringsgrind 1 Tvåvägsgrind,Separated Right to OBS Avdelning,OBS Avdelningen,,
87,VMS 1,11/11/2020 11:22:45 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
66,VMS 1,11/11/2020 11:22:31 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
87,VMS 1,11/11/2020 11:22:22 PM,Grovfoder,02:38,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
66,VMS 1,11/11/2020 11:22:06 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
66,VMS 1,11/11/2020 11:21:56 PM,Grovfoder,03:04,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
118,VMS 1,11/11/2020 11:21:04 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
8,VMS 1,11/11/2020 11:21:03 PM,Mjolkfalla,00:07,VMS2,Milking 5.18 kg,,11:54,
24,VMS 1,11/11/2020 11:21:02 PM,VMS2,00:08,VMS2,Pass through to Foderbord,,,
2,VMS 1,11/11/2020 11:20:52 PM,Mjolkfalla,00:08,VMS 1,Milking 20.08 kg,,10:35,
103,VMS 1,11/11/2020 11:20:49 PM,VMS 1,00:10,VMS 1,Pass through to Foderbord,,,
118,VMS 1,11/11/2020 11:20:49 PM,Grovfoder,02:55,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
34,VMS 1,11/11/2020 11:18:51 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
74,VMS 1,11/11/2020 11:18:32 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
99,VMS 1,11/11/2020 11:18:24 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
34,VMS 1,11/11/2020 11:18:13 PM,Grovfoder,00:15,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
44,VMS 1,11/11/2020 11:18:08 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
74,VMS 1,11/11/2020 11:18:00 PM,Grovfoder,00:19,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
99,VMS 1,11/11/2020 11:17:53 PM,Grovfoder,00:19,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
44,VMS 1,11/11/2020 11:17:48 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
44,VMS 1,11/11/2020 11:17:33 PM,Grovfoder,00:19,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
23,VMS 1,11/11/2020 11:16:06 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
23,VMS 1,11/11/2020 11:15:32 PM,Grovfoder,04:50,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
8,VMS 1,11/11/2020 11:13:21 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
2,VMS 1,11/11/2020 11:12:46 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Obskor med tillstånd,,
8,VMS 1,11/11/2020 11:12:44 PM,Grovfoder,00:35,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
98,VMS 1,11/11/2020 11:12:35 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
2,VMS 1,11/11/2020 11:12:31 PM,Grovfoder,10:09,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
98,VMS 1,11/11/2020 11:12:21 PM,Grovfoder,00:02,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
24,VMS 1,11/11/2020 11:12:20 PM,Mjolkfalla,00:14,VMS2,Milking 12.32 kg,,06:09,
88,VMS 1,11/11/2020 11:12:18 PM,VMS2,00:08,VMS2,Pass through to Foderbord,,,
103,VMS 1,11/11/2020 11:10:18 PM,Mjolkfalla,00:04,VMS 1,Milking 10.18 kg,,08:11,
98,VMS 1,11/11/2020 11:10:18 PM,VMS 1,00:07,VMS 1,Pass through to Foderbord,,,
39,VMS 1,11/11/2020 11:09:24 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
39,VMS 1,11/11/2020 11:09:07 PM,Grovfoder,00:12,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
56,VMS 1,11/11/2020 11:06:19 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
25,VMS 1,11/11/2020 11:06:10 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
56,VMS 1,11/11/2020 11:06:04 PM,Grovfoder,01:22,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
103,VMS 1,11/11/2020 11:05:56 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
25,VMS 1,11/11/2020 11:05:55 PM,Grovfoder,03:17,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
103,VMS 1,11/11/2020 11:05:44 PM,Grovfoder,02:57,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
123,VMS 1,11/11/2020 11:05:23 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
123,VMS 1,11/11/2020 11:05:08 PM,Grovfoder,03:35,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
46,VMS 1,11/11/2020 11:04:55 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
46,VMS 1,11/11/2020 11:04:42 PM,Grovfoder,00:07,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
97,VMS 1,11/11/2020 11:04:27 PM,Koridor till Sorteringsgrind 2,00:02,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
96,VMS 1,11/11/2020 11:04:15 PM,Koridor till Sorteringsgrind 2,00:02,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
88,VMS 1,11/11/2020 11:03:35 PM,Mjolkfalla,00:03,VMS2,Milking 11.68 kg,,10:20,
95,VMS 1,11/11/2020 11:03:34 PM,VMS2,00:05,VMS2,Pass through to Foderbord,,,
98,VMS 1,11/11/2020 11:03:13 PM,Mjolkfalla,00:05,VMS 1,Milking 11.96 kg,,09:02,
34,VMS 1,11/11/2020 11:03:13 PM,VMS 1,00:06,VMS 1,Pass through to Foderbord,,,
97,VMS 1,11/11/2020 11:01:56 PM,Grovfoder,00:58,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
96,VMS 1,11/11/2020 11:01:42 PM,Grovfoder,01:38,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
88,VMS 1,11/11/2020 10:59:38 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
10,VMS 1,11/11/2020 10:59:23 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
88,VMS 1,11/11/2020 10:59:22 PM,Grovfoder,04:21,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
10,VMS 1,11/11/2020 10:59:07 PM,Grovfoder,00:33,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
74,VMS 1,11/11/2020 10:58:59 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
99,VMS 1,11/11/2020 10:58:50 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
93,VMS 1,11/11/2020 10:58:40 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
74,VMS 1,11/11/2020 10:58:34 PM,Grovfoder,00:20,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
82,VMS 1,11/11/2020 10:58:28 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
99,VMS 1,11/11/2020 10:58:27 PM,Grovfoder,00:21,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
35,VMS 1,11/11/2020 10:58:17 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
93,VMS 1,11/11/2020 10:58:17 PM,Grovfoder,00:31,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
82,VMS 1,11/11/2020 10:58:04 PM,Grovfoder,02:03,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
44,VMS 1,11/11/2020 10:58:03 PM,Koridor till Sorteringsgrind 2,00:06,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
24,VMS 1,11/11/2020 10:57:50 PM,Koridor till Sorteringsgrind 2,00:14,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
95,VMS 1,11/11/2020 10:57:48 PM,Mjolkfalla,00:25,VMS2,Milking 7.68 kg,,04:32,
35,VMS 1,11/11/2020 10:57:48 PM,Grovfoder,00:16,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
91,VMS 1,11/11/2020 10:57:40 PM,Koridor till Sorteringsgrind 2,00:15,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
98,VMS 1,11/11/2020 10:57:27 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
46,VMS 1,11/11/2020 10:57:24 PM,VMS2,00:15,VMS2,Pass through to Foderbord,,,
98,VMS 1,11/11/2020 10:57:11 PM,Koridor till Sorteringsgrind 2,00:15,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Mjölkfålla,,
34,VMS 1,11/11/2020 10:56:29 PM,Mjolkfalla,00:15,VMS 1,Milking 15.94 kg,,07:41,
39,VMS 1,11/11/2020 10:56:17 PM,VMS 1,00:09,VMS 1,Pass through to Foderbord,,,
35,VMS 1,11/11/2020 10:54:05 PM,Grovfoder,00:12,Sorteringsgrind 1 Tvåvägsgrind,"Did not pass, still in Grovfoder",,,
35,VMS 1,11/11/2020 10:53:15 PM,Grovfoder,00:11,Sorteringsgrind 1 Tvåvägsgrind,"Did not pass, still in Grovfoder",,,
35,VMS 1,11/11/2020 10:53:08 PM,Grovfoder,00:11,Sorteringsgrind 1 Tvåvägsgrind,"Did not pass, still in Grovfoder",,,
35,VMS 1,11/11/2020 10:52:37 PM,Grovfoder,00:10,Sorteringsgrind 1 Tvåvägsgrind,"Did not pass, still in Grovfoder",,,
35,VMS 1,11/11/2020 10:52:26 PM,Grovfoder,00:10,Sorteringsgrind 1 Tvåvägsgrind,"Did not pass, still in Grovfoder",,,
44,VMS 1,11/11/2020 10:51:09 PM,Grovfoder,02:07,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
