Official Reg. No. (ORN),Lactation Number,Days In Milk,Last Calving Date,Concentrates Cons. % Yest,Concentrates Ration Yesterday,Giva {Feed1},Giva {Feed2},Giva {Feed3},Giva {Feed4},Giva {Feed5},Giva {Feed6},Giva {Feed7},Giva {Feed8},% konsumerat igår {Feed1},% konsumerat igår {Feed2},% konsumerat igår {Feed3},% konsumerat igår {Feed4},% konsumerat igår {Feed5},% konsumerat igår {Feed6},% konsumerat igår {Feed7},% konsumerat igår {Feed8}
75,2,45,9/21/2020,98,10.47,0.0,5.51,0.0,5.41,,,,,0.0,95,0.0,93.0,0,0,0,0
63,2,48,9/18/2020,91,7.35,0.0,4.3,1.15,3.29,,,,,0.0,86,,92.0,0,0,0,0
92,1,52,9/14/2020,89,12.35,1.14,5.83,0.0,6.16,,,,,134.0,61,0.0,95.0,0,0,0,0
96,1,52,9/14/2020,89,10.08,0.46,5.32,0.0,4.92,,,,,108.0,77,0.0,90.0,0,0,0,0
95,1,56,9/10/2020,99,16.55,3.0,7.0,0.0,6.84,,,,,103.0,106,0.0,87.0,0,0,0,0
43,3,61,9/5/2020,93,16.52,3.0,7.0,0.0,6.93,,,,,121.0,78,0.0,90.0,0,0,0,0
6,5,62,9/4/2020,88,15.29,2.16,7.0,0.0,6.57,,,,,136.0,59,0.0,97.0,0,0,0,0
44,3,62,9/4/2020,81,13.78,2.5,5.63,1.3,6.27,,,,,123.0,49,,84.0,0,0,0,0
47,3,65,9/1/2020,92,17.51,3.56,7.0,0.0,7.38,,,,,106.0,90,0.0,82.0,0,0,0,0
74,2,65,9/1/2020,90,17.57,3.5,7.0,0.0,7.4,,,,,124.0,64,0.0,94.0,0,0,0,0
60,2,69,8/28/2020,107,17.37,3.5,7.0,0.0,7.15,,,,,127.0,99,0.0,102.0,0,0,0,0
93,1,74,8/23/2020,110,13.16,2.29,4.67,1.51,7.06,,,,,135.0,95,,99.0,0,0,0,0
64,2,80,8/17/2020,93,9.74,1.83,2.94,2.4,5.56,,,,,84.0,95,,84.0,0,0,0,0
36,3,81,8/16/2020,108,15.89,3.84,6.72,0.17,6.27,,,,,118.0,100,,95.0,0,0,0,0
69,2,90,8/7/2020,84,16.91,3.11,7.0,0.0,7.57,,,,,108.0,62,0.0,85.0,0,0,0,0
91,1,90,8/7/2020,77,15.18,2.74,6.19,0.0,6.53,,,,,91.0,68,0.0,77.0,0,0,0,0
94,1,91,8/6/2020,93,13.49,2.29,5.25,1.49,6.65,,,,,101.0,84,,87.0,0,0,0,0
66,2,101,7/27/2020,102,14.28,3.0,5.25,1.65,6.63,,,,,131.0,86,,93.0,0,0,0,0
1,8,104,7/24/2020,111,12.53,2.93,3.7,1.51,6.53,,,,,136.0,95,,98.0,0,0,0,0
13,4,104,7/24/2020,109,12.46,2.5,5.05,1.56,5.34,,,,,117.0,104,,100.0,0,0,0,0
15,4,108,7/20/2020,92,15.82,3.5,7.0,0.98,5.35,,,,,107.0,91,,83.0,0,0,0,0
20,4,109,7/19/2020,83,16.4,3.85,7.0,0.0,5.58,,,,,105.0,70,0.0,83.0,0,0,0,0
41,3,110,7/18/2020,91,7.72,2.0,1.93,3.08,4.05,,,,,94.0,68,,94.0,0,0,0,0
2,6,112,7/16/2020,93,16.24,3.62,7.0,0.0,5.46,,,,,137.0,58,0.0,112.0,0,0,0,0
5,4,112,7/16/2020,107,15.17,3.0,7.43,1.19,5.06,,,,,116.0,103,,101.0,0,0,0,0
65,2,114,7/14/2020,88,16.29,3.5,7.0,0.0,5.69,,,,,105.0,78,0.0,90.0,0,0,0,0
40,3,116,7/12/2020,69,15.03,3.5,7.0,0.0,4.36,,,,,79.0,60,0.0,78.0,0,0,0,0
58,2,116,7/12/2020,106,15.78,3.65,5.89,0.89,6.83,,,,,125.0,96,,95.0,0,0,0,0
19,4,119,7/9/2020,101,16.32,3.97,7.0,0.0,5.32,,,,,123.0,93,0.0,95.0,0,0,0,0
14,4,120,7/8/2020,101,16.21,3.77,7.0,0.0,5.46,,,,,125.0,91,0.0,96.0,0,0,0,0
70,2,121,7/7/2020,113,11.45,3.0,4.25,1.73,4.34,,,,,115.0,117,,105.0,0,0,0,0
34,3,122,7/6/2020,87,16.39,3.5,7.0,0.0,5.82,,,,,108.0,74,0.0,91.0,0,0,0,0
35,3,129,6/29/2020,85,11.56,1.35,5.04,0.0,5.5,,,,,92.0,74,0.0,89.0,0,0,0,0
3,6,130,6/28/2020,92,12.09,3.0,4.56,2.0,4.09,,,,,99.0,103,,85.0,0,0,0,0
21,3,132,6/26/2020,88,14.03,2.18,7.0,0.0,4.98,,,,,115.0,73,0.0,93.0,0,0,0,0
7,5,134,6/24/2020,110,9.05,3.5,1.45,0.74,4.19,,,,,135.0,73,,100.0,0,0,0,0
123,4,144,6/14/2020,104,15.88,3.0,7.0,0.0,6.13,,,,,137.0,92,0.0,97.0,0,0,0,0
118,4,151,6/7/2020,81,14.47,2.29,7.0,0.0,5.37,,,,,120.0,61,0.0,87.0,0,0,0,0
62,2,164,5/25/2020,120,4.82,0.0,4.55,1.23,0.0,,,,,0.0,128,,0.0,0,0,0,0
178,6,169,5/20/2020,103,13.53,2.25,6.0,0.0,5.5,,,,,104.0,111,0.0,89.0,0,0,0,0
26,3,169,5/20/2020,95,9.8,2.5,3.23,2.49,4.25,,,,,124.0,62,,99.0,0,0,0,0
54,2,186,5/3/2020,87,14.29,2.5,7.0,0.0,4.85,,,,,117.0,74,0.0,90.0,0,0,0,0
61,2,186,5/3/2020,111,15.12,2.7,7.0,0.0,5.61,,,,,144.0,102,0.0,103.0,0,0,0,0
86,1,189,4/30/2020,107,8.03,1.37,2.96,2.32,4.28,,,,,128.0,90,,98.0,0,0,0,0
38,3,195,4/24/2020,100,11.49,2.0,5.12,0.63,4.79,,,,,132.0,85,,95.0,0,0,0,0
59,2,200,4/19/2020,79,13.58,1.55,7.0,0.0,5.29,,,,,107.0,65,0.0,87.0,0,0,0,0
88,1,200,4/19/2020,96,5.09,0.91,2.1,2.78,2.18,,,,,102.0,82,,102.0,0,0,0,0
37,3,211,4/8/2020,116,10.63,1.51,4.62,1.54,5.01,,,,,126.0,114,,103.0,0,0,0,0
11,4,213,4/6/2020,94,4.53,0.66,1.38,4.63,2.68,,,,,88.0,90,,91.0,0,0,0,0
68,1,220,3/30/2020,106,9.69,2.29,2.68,2.64,5.14,,,,,124.0,87,,100.0,0,0,0,0
89,1,220,3/30/2020,88,12.77,1.83,6.0,0.0,5.14,,,,,120.0,74,0.0,90.0,0,0,0,0
55,2,234,3/16/2020,95,12.19,1.53,6.43,0.57,4.66,,,,,85.0,99,,86.0,0,0,0,0
30,3,240,3/10/2020,99,10.42,2.0,4.43,1.73,4.28,,,,,108.0,88,,99.0,0,0,0,0
84,1,241,3/9/2020,127,1.41,0.0,1.41,2.0,0.0,,,,,0.0,127,,0.0,0,0,0,0
56,2,246,3/4/2020,99,8.12,1.37,2.33,3.21,4.89,,,,,97.0,93,,93.0,0,0,0,0
179,5,253,2/26/2020,88,6.41,1.37,2.08,3.74,3.0,,,,,116.0,63,,91.0,0,0,0,0
82,1,260,2/19/2020,104,6.5,1.05,2.31,3.5,3.34,,,,,102.0,98,,104.0,0,0,0,0
83,1,264,2/15/2020,10,5.67,1.63,2.05,3.35,3.24,,,,,,10,,11.0,0,0,0,0
29,3,267,2/12/2020,109,7.95,2.67,1.78,3.68,3.56,,,,,122.0,99,,104.0,0,0,0,0
4,4,271,2/8/2020,102,7.19,1.68,1.46,2.31,4.42,,,,,121.0,61,,99.0,0,0,0,0
85,1,279,1/31/2020,81,3.46,0.91,0.0,2.45,2.29,,,,,94.0,0,,84.0,0,0,0,0
52,2,281,1/29/2020,91,7.42,1.37,1.5,2.96,5.09,,,,,106.0,70,,83.0,0,0,0,0
10,4,282,1/28/2020,101,8.31,0.79,3.14,1.72,5.14,,,,,65.0,88,,99.0,0,0,0,0
78,1,282,1/28/2020,80,13.58,1.5,7.0,0.0,5.15,,,,,118.0,61,0.0,94.0,0,0,0,0
87,1,282,1/28/2020,50,1.06,0.0,0.78,0.0,0.21,,,,,0.0,57,0.0,39.0,0,0,0,0
53,2,286,1/24/2020,0,,0.0,0.0,0.5,0.0,,,,,0.0,0,,0.0,0,0,0,0
32,3,291,1/19/2020,0,,0.0,0.0,0.5,0.0,,,,,0.0,0,,0.0,0,0,0,0
31,3,292,1/18/2020,95,7.16,1.6,1.72,3.5,4.19,,,,,112.0,77,,89.0,0,0,0,0
71,1,300,1/10/2020,92,10.69,2.0,4.5,1.33,4.55,,,,,111.0,76,,92.0,0,0,0,0
80,1,300,1/10/2020,88,9.4,1.37,3.43,3.1,5.14,,,,,94.0,82,,80.0,0,0,0,0
12,4,304,1/6/2020,87,3.09,0.3,1.39,0.0,1.38,,,,,,99,0.0,96.0,0,0,0,0
57,2,304,1/6/2020,76,9.02,0.91,4.13,0.0,4.7,,,,,120.0,50,0.0,79.0,0,0,0,0
46,2,313,12/28/2019,81,0.74,0.0,0.62,2.44,0.0,,,,,0.0,97,,0.0,0,0,0,0
22,3,328,12/13/2019,93,3.42,0.0,1.37,4.0,2.55,,,,,0.0,74,,85.0,0,0,0,0
16,3,330,12/11/2019,108,2.76,0.5,0.0,2.42,2.0,,,,,128.0,0,,117.0,0,0,0,0
79,1,333,12/8/2019,88,9.09,1.1,3.43,3.21,5.14,,,,,133.0,59,,88.0,0,0,0,0
8,4,337,12/4/2019,82,1.0,0.0,1.0,5.3,0.0,,,,,0.0,82,,0.0,0,0,0,0
18,3,341,11/30/2019,50,0.76,0.0,0.67,1.03,0.0,,,,,0.0,57,,0.0,0,0,0,0
23,3,349,11/22/2019,105,8.98,2.5,1.81,1.68,5.05,,,,,120.0,87,,96.0,0,0,0,0
39,2,357,11/14/2019,96,6.11,0.91,1.5,3.0,4.11,,,,,95.0,86,,91.0,0,0,0,0
49,2,369,11/2/2019,0,,0.0,0.0,0.0,0.5,,,,,0.0,0,0.0,,0,0,0,0
