Animal Number,Group Name,Date/Time,Previous Area,Time in Area (hh:mm),Device Name,Result,Gate Decision,Milking Interval,Incompletely Milked Teats
77,VMS 1,11/5/2020 12:12:11 AM,VMS 1,00:15,VMS 1,Pass through to Foderbord,,,
54,VMS 1,11/5/2020 12:00:53 AM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,"Did not pass, still in Koridor till Sorteringsgrind 2",,,
54,VMS 1,11/5/2020 12:00:40 AM,Grovfoder,02:03,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
58,VMS 1,11/5/2020 12:00:13 AM,VMS2,00:08,VMS2,Pass through to Foderbord,,,
20,VMS 1,11/4/2020 11:59:41 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Left to Mjolkfalla,Mjölkfålla,,
20,VMS 1,11/4/2020 11:59:27 PM,Grovfoder,04:06,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
66,VMS 1,11/4/2020 11:57:26 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
66,VMS 1,11/4/2020 11:57:15 PM,Grovfoder,02:30,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
77,VMS 1,11/4/2020 11:56:54 PM,Mjolkfalla,00:56,VMS 1,Milking 0.35 kg,,01:16,RR
62,VMS 1,11/4/2020 11:56:53 PM,VMS 1,00:08,VMS 1,Pass through to Foderbord,,,
83,VMS 1,11/4/2020 11:56:50 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
83,VMS 1,11/4/2020 11:56:07 PM,Grovfoder,06:13,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
14,VMS 1,11/4/2020 11:55:45 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Kraftfoder,,
14,VMS 1,11/4/2020 11:55:32 PM,Grovfoder,02:19,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
100,VMS 1,11/4/2020 11:55:31 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
100,VMS 1,11/4/2020 11:55:16 PM,Grovfoder,00:24,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
10,VMS 1,11/4/2020 11:54:31 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
10,VMS 1,11/4/2020 11:54:19 PM,Grovfoder,00:02,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
58,VMS 1,11/4/2020 11:52:12 PM,Mjolkfalla,00:05,VMS2,Milking 16.80 kg,,09:48,
10,VMS 1,11/4/2020 11:52:12 PM,VMS2,00:07,VMS2,Pass through to Foderbord,,,
84,VMS 1,11/4/2020 11:51:47 PM,Koridor till Sorteringsgrind 2,00:00,Sorteringsgrind 2 Trevägsgrind,Separated Right to Kraftfoder,Alla kor,,
84,VMS 1,11/4/2020 11:51:33 PM,Grovfoder,00:25,Sorteringsgrind 1 Tvåvägsgrind,Separated Left to Koridor till Sorteringsgrind 2,Alla kor,,
128,VMS 1,11/4/2020 11:51:06 PM,Grovfoder,02:32,Sorteringsgrind 1 Tvåvägsgrind,Separated Right to OBS Avdelning,OBS Avdelningen,,
62,VMS 1,11/4/2020 11:48:07 PM,Mjolkfalla,00:05,VMS 1,Milking 11.70 kg,,12:07,
36,VMS 1,11/4/2020 11:48:07 PM,VMS 1,00:09,VMS 1,Pass through to Foderbord,,,
